interconnector_1_price,interconnector_1_import_availability,interconnector_1_export_availability,interconnector_2_price,interconnector_2_import_availability,interconnector_2_export_availability,interconnector_3_price,interconnector_3_import_availability,interconnector_3_export_availability,interconnector_4_price,interconnector_4_import_availability,interconnector_4_export_availability,interconnector_5_price,interconnector_5_import_availability,interconnector_5_export_availability,interconnector_6_price,interconnector_6_import_availability,interconnector_6_export_availability,interconnector_7_price,interconnector_7_import_availability,interconnector_7_export_availability,interconnector_8_price,interconnector_8_import_availability,interconnector_8_export_availability,agriculture_electricity,buildings_appliances,buildings_cooling,weather/buildings_heating,electric_buses,electric_trucks,electric_vans,electric_ships,electric_vehicle_profile_5,households_appliances,households_cooling,households_hot_water,industry_ict,industry_other_electricity,weather/solar_pv_profile_1,weather/solar_thermal,weather/air_temperature,weather/agriculture_heating,weather/wind_offshore_baseline,weather/wind_coastal_baseline,weather/wind_inland_baseline
0.01,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.050227,0.0,0.01,1.0,0.0,0.01,0.050227,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.3342116679216694e-08,3.3261649607476354e-08,3.3261649607476354e-08,3.056209584406619e-08,1.648367247893102e-08,1.520196302026281e-08,1.2877386469897997e-08,5.1279783731289316e-08,1.1788369291908952e-08,1.9556660562753525e-08,1.9556660562753525e-08,4.418975700275227e-08,2.91665208340625e-08,3.305433254525138e-08,0.0,0.0,9.439098,3.056209584406619e-08,4.310306429607462e-08,4.100112843378366e-08,4.100112843378366e-08
0.03,1.0,0.0,0.01,1.0,0.0,0.0,1.0,0.0,0.0,0.050246,0.0,0.01,1.0,0.0,0.01,0.050246,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.724830608096593e-08,3.715841190458655e-08,3.715841190458655e-08,4.167558524190843e-08,1.1386686192114291e-08,1.3389118871888075e-08,1.186681736089353e-08,2.9302749544040154e-08,8.692205728932768e-09,2.3188611810122036e-08,2.3188611810122036e-08,8.511342902297753e-08,3.138873194522916e-08,3.70819613007652e-08,0.0,0.0,8.873048,4.167558524190843e-08,4.147156722124016e-08,3.4268315940095674e-08,3.4268315940095674e-08
26.01,1.0,1.0,26.0,1.0,1.0,0.0,1.0,0.0,0.0,0.051737,0.0,0.01,1.0,0.0,0.01,0.051737,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.027296786355658e-08,3.019990780260405e-08,3.019990780260405e-08,6.22355406279166e-08,1.834800007130166e-08,1.1794399791844763e-08,1.1210392118428355e-08,2.9302749544040154e-08,2.4626763189483173e-08,2.7938086518219323e-08,2.7938086518219323e-08,9.364281692271711e-08,3.388871944529166e-08,3.0276657541448745e-08,0.0,0.0,8.402867,6.22355406279166e-08,4.0263514590541563e-08,3.102942705424325e-08,3.102942705424325e-08
26.01,1.0,1.0,26.0,1.0,1.0,0.0,1.0,0.0,0.0,0.063454,0.0,0.01,1.0,0.0,0.01,0.063454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.199153606880429e-08,4.189019469393465e-08,4.189019469393465e-08,5.7512307633833644e-08,2.5648206533482796e-08,1.083393950000567e-08,1.2184687462321714e-08,2.9302749544040154e-08,5.1689295128231866e-08,3.184941863077003e-08,3.184941863077003e-08,5.450851781713769e-08,3.41664958341875e-08,4.208177630760995e-08,0.0,0.0,7.964437,5.7512307633833644e-08,4.098821634439941e-08,3.040026038816642e-08,3.040026038816642e-08
26.02,1.0,1.0,26.0,1.0,1.0,0.02,1.0,0.0,0.02,0.072889,0.0,0.03,1.0,0.0,0.03,0.072889,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.478167135576803e-08,4.467359633472765e-08,4.467359633472765e-08,5.8067982103725764e-08,2.928649036275907e-08,1.7332593961981158e-08,1.7937626666761153e-08,2.9302749544040154e-08,5.7904686857931615e-08,3.436384641740977e-08,3.436384641740977e-08,2.9495888293753867e-08,3.41664958341875e-08,4.4720567561222456e-08,1.1396645331444161e-08,0.0,7.932577,5.8067982103725764e-08,4.2514315758491975e-08,3.180260413685173e-08,3.180260413685173e-08
26.02,1.0,1.0,26.0,1.0,1.0,0.0,1.0,0.0,0.0,0.060315,0.0,0.01,1.0,0.0,0.01,0.060315,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.631624576359808e-08,4.62044672371638e-08,4.62044672371638e-08,6.279121509780872e-08,2.4216280773857903e-08,2.1060573580708837e-08,2.0192595767304493e-08,2.9302749544040154e-08,4.558018609708386e-08,3.520198901295635e-08,3.520198901295635e-08,2.9797472013375997e-08,3.388871944529166e-08,4.6248288813313906e-08,2.6995073057081135e-08,0.0,8.317155,6.279121509780872e-08,3.992158476622934e-08,2.7447656224267823e-08,2.7447656224267823e-08
0.01,1.0,0.0,26.0,1.0,1.0,0.01,1.0,0.0,0.01,0.050482,0.0,0.02,1.0,0.0,0.02,0.050482,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.687427282099083e-08,4.67611475653224e-08,4.67611475653224e-08,6.306905233275477e-08,3.337997805659982e-08,2.0726220326479294e-08,2.2475644559297474e-08,3.617052727503646e-08,5.1948687886951036e-08,3.576075074332073e-08,3.576075074332073e-08,3.008928880368967e-08,3.388871944529166e-08,4.694270756426456e-08,4.526444376091134e-08,0.0,8.78739,6.306905233275477e-08,5.010217540208523e-08,3.361666663515104e-08,3.361666663515104e-08
0.01,1.0,0.0,26.0,1.0,1.0,0.0,1.0,0.0,0.0,0.047643,0.0,0.02,1.0,0.0,0.02,0.047643,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.366561724098254e-08,4.356023567841045e-08,4.356023567841045e-08,6.334688956770083e-08,2.693997301495594e-08,2.986538458188456e-08,2.9349573011715962e-08,3.845982381307651e-08,4.7519164876969305e-08,3.771641679959608e-08,3.771641679959608e-08,3.034489649022564e-08,3.388871944529166e-08,4.374838130989153e-08,5.3564287936418704e-08,0.0,9.05528,6.334688956770083e-08,5.456092978480088e-08,4.310355898736819e-08,4.310355898736819e-08
0.01,1.0,0.0,26.0,1.0,1.0,0.0,1.0,0.0,0.0,0.050782,0.0,0.02,1.0,0.0,0.02,0.050782,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.492117812011622e-08,4.4812766416767306e-08,4.4812766416767306e-08,6.251337786286266e-08,2.824491865243441e-08,1.9724869801818574e-08,3.189413266678268e-08,3.845982381307651e-08,4.4951130359118886e-08,3.6878274204049505e-08,3.6878274204049505e-08,3.05382102251967e-08,3.361094305639583e-08,4.499833506160272e-08,4.6563146567135765e-08,0.0,8.884029,6.251337786286266e-08,5.474919294255843e-08,5.5122916614988936e-08,5.5122916614988936e-08
0.01,1.0,0.0,26.0,1.0,1.0,0.01,1.0,0.0,0.01,0.046934,0.0,0.02,1.0,0.0,0.02,0.046934,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.492117812011622e-08,4.4812766416767306e-08,4.4812766416767306e-08,5.973500551340209e-08,3.077615337726439e-08,3.036619132406322e-08,4.1061202611679606e-08,3.845982381307651e-08,4.774524556779554e-08,3.6598893338867314e-08,3.6598893338867314e-08,3.064814773436385e-08,3.361094305639583e-08,4.499833506160272e-08,3.141719315535133e-08,0.0,8.574278,5.973500551340209e-08,5.435811691945161e-08,6.143741313684687e-08,6.143741313684687e-08
0.01,1.0,0.0,26.0,1.0,1.0,0.01,1.0,0.0,0.01,0.045643,0.0,0.02,1.0,0.0,0.02,0.045643,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.310759018358978e-08,4.300355535025185e-08,4.300355535025185e-08,5.501177251931914e-08,2.186965882957854e-08,2.9698931093935446e-08,5.1961518991430926e-08,5.157112738571623e-08,4.4786362120870236e-08,3.631951247368512e-08,3.631951247368512e-08,3.0662321692750515e-08,3.388871944529166e-08,4.3192846309131006e-08,0.0,0.0,8.060024,5.501177251931914e-08,5.58549765674836e-08,6.04662325822018e-08,6.04662325822018e-08
26.01,1.0,1.0,26.0,1.0,1.0,0.0,1.0,0.0,0.0,0.045492,0.0,0.01,1.0,0.0,0.01,0.045492,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.8085346667055053e-08,3.7993432396824454e-08,3.7993432396824454e-08,4.834367888061379e-08,2.8612889055820845e-08,2.45714799698915e-08,6.334988239267713e-08,5.5941561909929466e-08,3.987994088333695e-08,4.190712977732898e-08,4.190712977732898e-08,3.057906457584061e-08,3.444427222308333e-08,3.805414755209612e-08,0.0,0.0,7.291494,4.834367888061379e-08,5.618076019297718e-08,5.7589149251565726e-08,5.7589149251565726e-08
