interconnector_1_price,agriculture_electricity,buildings_appliances,buildings_cooling,weather/buildings_heating,electric_buses,electric_trucks,electric_vans,electric_planes,electric_ships,electric_vehicle_profile_1,electric_vehicle_profile_2,electric_vehicle_profile_3,electric_vehicle_profile_4,electric_vehicle_profile_5,households_appliances,households_cooling,households_hot_water,industry_ict,industry_other_electricity,weather/solar_pv_profile_1,weather/solar_thermal,weather/air_temperature,weather/agriculture_heating,weather/wind_offshore_baseline,weather/wind_coastal_baseline,weather/wind_inland_baseline,weather/insulation_terraced_houses_high,weather/insulation_terraced_houses_medium,weather/insulation_terraced_houses_low,weather/insulation_apartments_high,weather/insulation_apartments_medium,weather/insulation_apartments_low,weather/insulation_semi_detached_houses_high,weather/insulation_semi_detached_houses_medium,weather/insulation_semi_detached_houses_low,weather/insulation_detached_houses_high,weather/insulation_detached_houses_medium,weather/insulation_detached_houses_low,bunkers_ships_electricity
0,3.348162344356488e-08,3.3400819689516e-08,1.5308777007158682e-08,3.825587986679302e-08,2.3631397840045073e-08,8.43626853130824e-09,7.035310487654152e-09,3.1709791983764586e-08,0,6.954354794351941e-09,8.800073688280869e-09,2.3256801177924294e-08,0,4.6602125246587013e-08,3.6878274204049505e-08,4.723388690454985e-09,2.975614122715606e-08,3.388871944529166e-08,3.3332100045631646e-08,1.68E-02,0,11.284661,3.825587986679302e-08,9.45E-01,6.78E-01,6.96E-01,1.7891719981912186e-08,2.2746709963061623e-08,2.4215979978559886e-08,1.6803540019416826e-08,2.1965909997161176e-08,2.3676720014548265e-08,1.9099440018123076e-08,2.4478570037990525e-08,2.5723949986359358e-08,2.058716998497548e-08,2.5852659995717475e-08,2.6898500036952743e-08,3.1709791983764586e-08
2.48,3.362113020791307e-08,3.353998977155565e-08,1.5308777007158682e-08,3.944931986263747e-08,2.398546059411753e-08,8.43626853130824e-09,7.035310487654152e-09,3.1709791983764586e-08,0,1.3264153160433369e-08,1.3354825998388998e-08,1.2236812124665416e-07,0,4.058970819246086e-08,3.967208285587144e-08,4.723388690454985e-09,3.004748158189371e-08,3.388871944529166e-08,3.3332100045631646e-08,2.50E-02,0,11.417688,3.944931986263747e-08,9.43E-01,5.13E-01,5.53E-01,1.809573998170593e-08,2.1971489964320503e-08,2.3048549979593493e-08,1.7056970019709668e-08,2.0930829997294947e-08,2.219081001363524e-08,1.924864001826465e-08,2.3289680036145377e-08,2.397361998728751e-08,2.066882998491589e-08,2.442021999595476e-08,2.478008003404249e-08,3.1709791983764586e-08
2.48,3.348162344356488e-08,3.3400819689516e-08,1.5308777007158682e-08,4.1870059854208454e-08,3.2834738451637754e-08,1.159986923054883e-08,7.61572360288562e-09,3.1709791983764586e-08,0,1.4469610036861525e-08,2.4759117384348543e-08,1.1538791273028722e-07,0,3.7094764399348876e-08,4.302465323805776e-08,4.723388690454985e-09,3.030273194174767e-08,3.388871944529166e-08,3.319321629544151e-08,2.79E-02,0,11.554474,4.1870059854208454e-08,9.44E-01,5.28E-01,5.71E-01,1.8235089981565052e-08,2.2519739963430202e-08,2.319866997946058e-08,1.723823001991912e-08,2.1694029997196313e-08,2.2412390013771394e-08,1.9341490018352757e-08,2.3924650037130846e-08,2.4050519987246732e-08,2.070440998488992e-08,2.5075889995846147e-08,2.4792640034059744e-08,3.1709791983764586e-08
2.48,3.320260991486851e-08,3.31224795254367e-08,1.5308777007158682e-08,4.1279379856265196e-08,3.517103194799524e-08,1.0756242377418004e-08,7.4046642882559946e-09,3.1709791983764586e-08,0,2.0460483798583147e-08,3.0112026709974043e-08,7.050342948040333e-08,7.646529608927469e-10,3.913906668856107e-08,4.274527237287557e-08,4.723388690454985e-09,3.0495926567824716e-08,3.361094305639583e-08,3.305433254525138e-08,2.16E-02,0,11.596753,4.1279379856265196e-08,9.42E-01,5.59E-01,5.98E-01,1.8274439981525272e-08,2.349396996184815e-08,2.375915997896434e-08,1.7308730020000585e-08,2.302408999702442e-08,2.3165050014233865e-08,1.9346260018357282e-08,2.5182720039083362e-08,2.4759299986870883e-08,2.066657998491753e-08,2.6467479995615627e-08,2.5576990035137274e-08,3.1709791983764586e-08
0,3.278408962182394e-08,3.270496927931775e-08,1.5308777007158682e-08,3.998222986078188e-08,4.258083643800267e-08,1.4341656503224008e-08,8.14337188945968e-09,3.1709791983764586e-08,0,2.705515473130443e-08,2.133407473880418e-08,3.9649559815769665e-08,2.734394643533367e-09,3.342602616493626e-08,4.246589150769337e-08,4.723388690454985e-09,3.0605744968097865e-08,3.361094305639583e-08,3.2498797544490854e-08,1.51E-02,0,11.60594,3.998222986078188e-08,9.41E-01,5.93E-01,6.23E-01,1.8166399981634496e-08,2.5243839959006536e-08,2.4615959978205757e-08,1.7216840019894402e-08,2.5380719996719853e-08,2.4300130014931322e-08,1.922031001823777e-08,2.7550350042757903e-08,2.5980279986223438e-08,2.0518559985025555e-08,2.9157429995170035e-08,2.7015040037112845e-08,3.1709791983764586e-08
2.48,3.348162344356488e-08,3.3400819689516e-08,1.5308777007158682e-08,3.7518149869361804e-08,3.644982330682162e-08,1.7505257202464597e-08,8.090607060802275e-09,3.1709791983764586e-08,0,3.1440423320533786e-08,2.6084508657678163e-08,4.84688558872209e-08,0,3.3097492249434103e-08,4.1068987181782404e-08,4.723388690454985e-09,3.061979981759052e-08,3.388871944529166e-08,3.319321629544151e-08,3.78E-03,0,11.624705,3.7518149869361804e-08,9.38E-01,6.92E-01,6.99E-01,1.7875559981928525e-08,2.628178995732101e-08,2.5724039977224696e-08,1.692284001955468e-08,2.676093999654148e-08,2.5749420015821844e-08,1.8932970017965117e-08,2.9032320045057905e-08,2.7644229985341092e-08,2.023552998523211e-08,3.0888829994883224e-08,2.9023900039872584e-08,3.1709791983764586e-08
2.48,3.417915726530581e-08,3.409667009971425e-08,1.5308777007158682e-08,3.461132987948335e-08,3.4033240874173e-08,1.7083443775899184e-08,8.116989475130976e-09,3.1709791983764586e-08,0,4.041593607669636e-08,4.149009976454277e-08,3.746539097818268e-08,0,3.571648249033844e-08,4.442155756396872e-08,4.723388690454985e-09,3.053666180957463e-08,3.444427222308333e-08,3.40265187965823e-08,0,0,11.630827,3.461132987948335e-08,9.38E-01,7.73E-01,7.62E-01,1.738816998242126e-08,2.7417429955476846e-08,2.662774997642458e-08,1.6409890018961958e-08,2.8283959996344647e-08,2.69167300165391e-08,1.8473940017529557e-08,3.072391004768324e-08,2.9067749984586243e-08,1.981143998554161e-08,3.290048999454999e-08,3.077898004228369e-08,3.1709791983764586e-08
2.48,3.613225196618043e-08,3.604505124826935e-08,1.5308777007158682e-08,3.151081989027932e-08,4.217897521213044e-08,8.805355279552975e-09,7.276093989094115e-09,3.1709791983764586e-08,0,1.650830995749759e-08,1.5793813586781782e-08,9.786206991731138e-09,0,4.4381564511707916e-08,5.6714315631985224e-08,4.723388690454985e-09,3.0366216982252637e-08,3.444427222308333e-08,3.597089129924415e-08,0,0,11.774829,3.151081989027932e-08,9.23E-01,7.54E-01,7.49E-01,1.6778389983037717e-08,2.698604995617736e-08,2.6560759976483885e-08,1.5756770018207264e-08,2.7744799996414325e-08,2.684533001649523e-08,1.7912240016996565e-08,3.0356940047113705e-08,2.9182459984525417e-08,1.9308979985908308e-08,3.259948999459985e-08,3.102526004262202e-08,3.1709791983764586e-08
2.48,3.5713731673135874e-08,3.56275410021504e-08,1.5308777007158682e-08,2.887032989947351e-08,5.6294832400374245e-08,1.2601676118641682e-08,7.962036761640395e-09,3.1709791983764586e-08,0,1.9981838922060708e-08,2.1837685187602825e-08,0,0,6.366601255081144e-08,5.9228743418624966e-08,4.723388690454985e-09,3.8170708153074277e-08,3.444427222308333e-08,3.541535629848362e-08,0,0,11.991567,2.887032989947351e-08,8.96E-01,7.93E-01,7.84E-01,1.6167409983655394e-08,2.710237995598845e-08,2.6644309976409914e-08,1.509337001744069e-08,2.807647999637146e-08,2.7011440016597297e-08,1.7359410016471997e-08,3.0807950047813664e-08,2.950373998435505e-08,1.8827799986259472e-08,3.32469799944926e-08,3.150435004328019e-08,3.1709791983764586e-08
2.48,3.557422490878769e-08,3.548837092011075e-08,1.5308777007158682e-08,2.36910399175078e-08,6.242563725934702e-08,1.070351569909733e-08,7.276093989094115e-09,3.1709791983764586e-08,0,2.0678357875423357e-08,3.176801475568477e-08,3.743557297357398e-08,0,6.292935737877673e-08,5.503803044089206e-08,4.723388690454985e-09,4.910585749393858e-08,3.388871944529166e-08,3.541535629848362e-08,0,0,12.277556,2.36910399175078e-08,8.66E-01,8.31E-01,8.19E-01,1.5713779984113997e-08,2.575902995816992e-08,2.505600997781615e-08,1.4589390016858332e-08,2.6560119996567428e-08,2.51929200154799e-08,1.6961640016094563e-08,2.9310050045488937e-08,2.7639399985343652e-08,1.849884998649954e-08,3.1679499994752256e-08,2.9478570040497205e-08,3.1709791983764586e-08
2.48,3.5713731673135874e-08,3.56275410021504e-08,1.5308777007158682e-08,2.2000549923394084e-08,5.5388119341636354e-08,8.805355279552975e-09,7.276093989094115e-09,3.1709791983764586e-08,0,2.1733602516195106e-08,3.071368279386961e-08,0,0,6.077680316440658e-08,5.1685460058705746e-08,4.723388690454985e-09,4.1323163250719973e-08,3.2499837500812496e-08,3.555424004867375e-08,0,0,12.333493,2.2000549923394084e-08,8.13E-01,8.31E-01,8.19E-01,1.548274998434756e-08,2.2676199963176128e-08,2.166796998081582e-08,1.4314670016540888e-08,2.292202999703761e-08,2.1335480013109677e-08,1.6779080015921334e-08,2.5531170039624152e-08,2.3521589987527204e-08,1.8376009986589187e-08,2.753216999543926e-08,2.491139003422288e-08,3.1709791983764586e-08
2.48,3.627175873052862e-08,3.6184221330309e-08,1.5308777007158682e-08,2.1917719923682502e-08,5.020609852747361e-08,8.805355279552975e-09,7.276093989094115e-09,3.1709791983764586e-08,0,2.0909277862818612e-08,3.716339231601103e-08,0,0,5.122977184687156e-08,4.721536621579065e-08,4.723388690454985e-09,2.9258385159106738e-08,3.138873194522916e-08,3.6109775049434274e-08,0,0,12.05721,2.1917719923682502e-08,7.28E-01,7.56E-01,7.48E-01,1.5501439984328662e-08,1.8337239970222164e-08,1.7202599984769325e-08,1.4297140016520632e-08,1.7611759997723895e-08,1.6473530010122234e-08,1.6837960015977204e-08,2.0003520031045287e-08,1.825669999031902e-08,1.8484399986510084e-08,2.1381879996458066e-08,1.9135000026287365e-08,3.1709791983764586e-08
2.48,3.5713731673135874e-08,3.56275410021504e-08,1.5308777007158682e-08,1.958601993180148e-08,6.301994200566805e-08,8.805355279552975e-09,7.276093989094115e-09,3.1709791983764586e-08,0,2.1001188882378743e-08,4.208834200320515e-08,0,0,4.7157511830743416e-08,4.1627748912146785e-08,4.723388690454985e-09,2.883340462529483e-08,2.9722073611854163e-08,3.555424004867375e-08,0,0,11.088892,1.958601993180148e-08,6.70E-01,7.46E-01,7.34E-01,1.572699998410063e-08,1.427557997681789e-08,1.3261139988258979e-08,1.4489920016743393e-08,1.258633999837337e-08,1.2539100007704704e-08,1.7099910016225762e-08,1.4750140022892087e-08,1.3923059992617017e-08,1.8791169986286206e-08,1.5507079997431234e-08,1.4535910019969208e-08,3.1709791983764586e-08
2.48,3.557422490878769e-08,3.548837092011075e-08,1.5308777007158682e-08,1.2765169955551678e-08,8.168581799205526e-08,8.805355279552975e-09,7.276093989094115e-09,3.1709791983764586e-08,0,2.0875152119389313e-08,5.307273042548361e-08,0,0,4.3308901277593356e-08,3.492260814777415e-08,4.723388690454985e-09,0,2.888874444516666e-08,3.541535629848362e-08,0,0,10.54703,1.2765169955551678e-08,7.55E-01,7.20E-01,7.05E-01,1.6105879983717602e-08,1.218216998021738e-08,9.843898991284502e-09,1.4833470017140372e-08,9.800371998733422e-09,9.115710005601188e-09,1.751800001662248e-08,1.1892570018457164e-08,1.0135559994625415e-08,1.9257559985945836e-08,1.2285659997964865e-08,1.0550520014494142e-08,3.1709791983764586e-08
0,3.180754227138664e-08,3.17307787050402e-08,1.5308777007158682e-08,2.7520029904175256e-08,6.717663873847862e-08,8.805355279552975e-09,7.276093989094115e-09,3.1709791983764586e-08,4.964028798102162e-08,2.5657252247762e-08,6.672838446582039e-08,0,2.4655713369695105e-10,3.3715875211888043e-08,2.9893752574494673e-08,4.723388690454985e-09,0,2.8055415278479163e-08,3.152661129315993e-08,0,0,10.011728,2.7520029904175256e-08,8.77E-01,6.29E-01,6.21E-01,1.66156899832022e-08,1.1217879981783287e-08,6.748825994024789e-09,1.5300880017680473e-08,8.037000998961316e-09,5.738029003525757e-09,1.8074870017150885e-08,1.0201380015832452e-08,6.424038996593525e-09,1.987239998549712e-08,1.0262369998300025e-08,6.583380009044145e-09,3.1709791983764586e-08
0,3.2644582857475756e-08,3.25657991972781e-08,1.5308777007158682e-08,2.4808679913616177e-08,4.281420544737807e-08,8.805355279552975e-09,7.276093989094115e-09,3.1709791983764586e-08,5.14788109256503e-08,2.8396746052903042e-08,7.528894277254138e-08,0,0,2.2796968396694876e-08,2.4026754405668618e-08,4.723388690454985e-09,0,2.8055415278479163e-08,3.2498797544490854e-08,0,0,9.680514,2.4808679913616177e-08,8.87E-01,7.12E-01,7.03E-01,1.7229389982581777e-08,1.1328009981604448e-08,5.53829199509656e-09,1.5865660018333087e-08,7.469443999034665e-09,3.974835002442355e-09,1.8742850017784717e-08,9.943113015431623e-09,4.5483769975881314e-09,2.060725998496082e-08,9.829294998371764e-09,4.430330006086319e-09,3.1709791983764586e-08
0,3.22260625644312e-08,3.214828895115915e-08,1.5308777007158682e-08,2.4300819915384544e-08,3.1558654631518987e-08,8.805355279552975e-09,7.276093989094115e-09,3.1709791983764586e-08,5.14788109256503e-08,2.9455454862014267e-08,7.429046131874103e-08,0,0,1.4898191733234198e-08,2.0674184023482297e-08,4.723388690454985e-09,0,2.8055415278479163e-08,3.2082146293920455e-08,0,0,9.462631,2.4300819915384544e-08,8.97E-01,7.25E-01,7.20E-01,1.7911659981892026e-08,1.285680997912183e-08,7.927668992981077e-09,1.6496950019062555e-08,8.418964998911951e-09,5.634305003462023e-09,1.9481700018485795e-08,1.1297780017534056e-08,6.46662999657094e-09,2.141579998437075e-08,1.1123439998157387e-08,6.2518700085887224e-09,3.1709791983764586e-08
0,3.22260625644312e-08,3.214828895115915e-08,1.5308777007158682e-08,2.5308619911875384e-08,4.101733697046039e-08,8.805355279552975e-09,7.276093989094115e-09,3.1709791983764586e-08,5.14788109256503e-08,2.681428447314685e-08,7.842162371231624e-08,0,0,8.575802929831758e-09,1.9556660562753525e-08,4.723388690454985e-09,0,2.8055415278479163e-08,3.194326254373033e-08,0,0,9.213592,2.5308619911875384e-08,8.96E-01,6.92E-01,6.88E-01,1.8643459981152208e-08,1.624483997362001e-08,1.379748998778411e-08,1.718159001985367e-08,1.1748739998481619e-08,1.0853420006668931e-08,2.026583001922984e-08,1.5190990023576282e-08,1.2353089993449527e-08,2.2264399983751438e-08,1.5317619997462617e-08,1.217814001673014e-08,3.1709791983764586e-08
0,3.250507609312757e-08,3.242662911523845e-08,1.5308777007158682e-08,2.829364990148151e-08,3.3570147619067065e-08,8.805355279552975e-09,7.276093989094115e-09,3.1709791983764586e-08,5.14788109256503e-08,1.9947713178631406e-08,6.154644050947251e-08,0,0,4.673230681060474e-09,1.8718517967206946e-08,4.723388690454985e-09,0,2.8333191667374997e-08,3.222103004411059e-08,0,0,8.846006,2.829364990148151e-08,9.05E-01,6.41E-01,6.41E-01,1.9416709980370486e-08,2.0458659966777186e-08,2.1812699980687677e-08,1.7920790020707833e-08,1.5663349997975702e-08,1.9079780011723653e-08,2.107688001999943e-08,1.96535900305022e-08,2.1475359988612262e-08,2.312200998312556e-08,2.0019889996683682e-08,2.172054002983934e-08,3.1709791983764586e-08
0,3.3342116679216694e-08,3.3261649607476354e-08,1.5308777007158682e-08,3.306210988487773e-08,1.7339702700177613e-08,8.43626853130824e-09,7.035310487654152e-09,3.1709791983764586e-08,5.14788109256503e-08,1.3452102719277257e-08,3.5540313738348154e-08,0,2.7227184797129164e-09,2.4744353180833934e-09,1.9556660562753525e-08,4.723388690454985e-09,4.418975700275227e-08,2.91665208340625e-08,3.305433254525138e-08,0,0,8.416996,3.306210988487773e-08,9.03E-01,5.44E-01,5.46E-01,2.028280997949489e-08,2.5051419959319005e-08,3.024999997321755e-08,1.8772150021691593e-08,2.041911999736108e-08,2.776654001706127e-08,2.195935002083679e-08,2.5060390038893506e-08,3.095034998358796e-08,2.4024639982466818e-08,2.5831379995720998e-08,3.1980140043933816e-08,3.1709791983764586e-08
2.48,3.724830608096593e-08,3.715841190458655e-08,1.5308777007158682e-08,4.432874984564729e-08,1.1714270354591196e-08,8.43626853130824e-09,7.035310487654152e-09,3.1709791983764586e-08,2.941647943142372e-08,1.519155745995011e-08,5.551868225815208e-09,0,1.883745378409536e-08,3.611901867030747e-09,2.3188611810122036e-08,4.723388690454985e-09,8.511342902297753e-08,3.138873194522916e-08,3.70819613007652e-08,0,0,7.898133,4.432874984564729e-08,8.88E-01,3.88E-01,3.96E-01,2.1313719978452684e-08,2.8252549954120692e-08,3.607211996806281e-08,1.9814840022896446e-08,2.426619999686389e-08,3.380899002077408e-08,2.2977210021802617e-08,2.9157470045252135e-08,3.7669109980025196e-08,2.502641998173572e-08,3.0315089994978265e-08,3.885430005337744e-08,3.1709791983764586e-08
2.49,3.027296786355658e-08,3.019990780260405e-08,1.5308777007158682e-08,6.182588978472225e-08,1.5277495429913863e-08,8.43626853130824e-09,7.870753608063081e-09,3.1709791983764586e-08,2.941647943142372e-08,1.972040477099433e-08,1.1459595678737051e-09,0,3.6084233901674486e-08,2.363489414818314e-08,2.7938086518219323e-08,4.723388690454985e-09,9.364281692271711e-08,3.388871944529166e-08,3.0276657541448745e-08,0,0,7.523319,6.182588978472225e-08,8.80E-01,2.98E-01,3.06E-01,2.2570859977181762e-08,3.128096994920284e-08,4.165513996311977e-08,2.111563002439953e-08,2.8790299996279207e-08,4.099779002519127e-08,2.4185920022949537e-08,3.3457990051926505e-08,4.5299549975979003e-08,2.6175449980897156e-08,3.5189569994170807e-08,4.7327700065018066e-08,3.1709791983764586e-08
2.49,4.199153606880429e-08,4.189019469393465e-08,1.5308777007158682e-08,5.6696049802584357e-08,2.1880140976740247e-08,8.43626853130824e-09,8.288475168267547e-09,3.1709791983764586e-08,2.941647943142372e-08,2.6560220893015522e-08,3.5105253301831758e-09,0,1.0540398927152707e-07,5.134541578512832e-08,3.184941863077003e-08,4.723388690454985e-09,5.450851781713769e-08,3.41664958341875e-08,4.208177630760995e-08,0,0,7.148838,5.6696049802584357e-08,8.90E-01,2.67E-01,2.77E-01,2.406654997566968e-08,3.3002659946406987e-08,4.263942996224831e-08,2.2688390026216887e-08,3.1701239995903e-08,4.3138550026506674e-08,2.559613002428766e-08,3.5762180055502586e-08,4.721859997496139e-08,2.7480339979944848e-08,3.77853799937408e-08,4.974970006834537e-08,3.1709791983764586e-08
