interconnector_1_price,agriculture_electricity,buildings_appliances,buildings_cooling,weather/buildings_heating,electric_buses,electric_trucks,electric_vans,electric_ships,electric_vehicle_profile_1,electric_vehicle_profile_2,electric_vehicle_profile_3,electric_vehicle_profile_4,households_appliances,households_cooling,households_hot_water,industry_ict,industry_other_electricity,weather/agriculture_heating,weather/solar_pv_profile_1,weather/solar_thermal,weather/wind_offshore_baseline,weather/wind_coastal_baseline,weather/wind_inland_baseline
43.01,4.17125E-08,4.16119E-08,4.16119E-08,4.02597E-08,3.3668E-08,0.00E+00,0.00E+00,2.93027E-08,1.06E-08,5.13E-08,2.74E-08,0.00E+00,2.82175E-08,2.82175E-08,5.13898E-08,3.49998E-08,4.13874E-08,4.02597E-08,0.107179527,0,0.4261851,0.113487,0.113487
30,4.38051E-08,4.36994E-08,4.36994E-08,4.47021E-08,2.58723E-08,0.00E+00,0.00E+00,2.93027E-08,6.39E-09,3.67E-08,9.67E-08,0.00E+00,2.84968E-08,2.84968E-08,2.78044E-08,3.52776E-08,4.40261E-08,4.47021E-08,0.125249547,0,0.4354494,0.158061,0.158061
30,4.54792E-08,4.53694E-08,4.53694E-08,4.41468E-08,3.36077E-08,0.00E+00,0.00E+00,3.61705E-08,4.38E-09,2.68E-08,0.00E+00,0.00E+00,2.79381E-08,2.79381E-08,2.80852E-08,3.49998E-08,4.58316E-08,4.41468E-08,0.120901986,0,0.4256331,0.20541,0.20541
30,4.1852E-08,4.1751E-08,4.1751E-08,4.41468E-08,2.69153E-08,0.00E+00,0.00E+00,3.84598E-08,9.67E-09,2.58E-08,9.24E-08,0.00E+00,2.9335E-08,2.9335E-08,2.83565E-08,3.49998E-08,4.20818E-08,4.41468E-08,0.099707001,0,0.4107241,0.240711,0.240711
30,4.35261E-08,4.34211E-08,4.34211E-08,4.47021E-08,2.80912E-08,0.00E+00,0.00E+00,3.84598E-08,3.28E-09,3.39E-08,1.67E-07,0.00E+00,2.76587E-08,2.76587E-08,2.85936E-08,3.49998E-08,4.38873E-08,4.47021E-08,0.080790261,0,0.3992433,0.266286,0.266286
30,4.42236E-08,4.41169E-08,4.41169E-08,4.22032E-08,2.29524E-08,0.00E+00,0.00E+00,3.84598E-08,6.69E-09,2.82E-08,2.63E-07,0.00E+00,2.68206E-08,2.68206E-08,2.87721E-08,3.49998E-08,4.47206E-08,4.22032E-08,0.102055223,0.122485928,0.4197097,0.268932,0.268932
30,4.2131E-08,4.20294E-08,4.20294E-08,3.72055E-08,1.56602E-08,0.00E+00,0.00E+00,5.15711E-08,1.54E-08,2.65E-08,2.14E-07,0.00E+00,2.73793E-08,2.73793E-08,2.8872E-08,3.49998E-08,4.27762E-08,3.72055E-08,0.113654384,0.044715924,0.5426595,0.248905,0.248905
30,3.52952E-08,3.521E-08,3.521E-08,3.10971E-08,2.20326E-08,0.00E+00,0.00E+00,5.59416E-08,3.22E-08,3.56E-08,5.20E-08,0.00E+00,2.96144E-08,2.96144E-08,2.88815E-08,3.49998E-08,3.5832E-08,3.10971E-08,0.145370887,0.213980118,0.687157799,0.329025,0.329025
30,2.45532E-08,2.44939E-08,2.44939E-08,2.24899E-08,2.86345E-08,0.00E+00,0.00E+00,5.59416E-08,5.08E-08,4.69E-08,0.00E+00,0.00E+00,3.88339E-08,3.88339E-08,2.87993E-08,3.41665E-08,2.47213E-08,2.24899E-08,0.170088707,0,0.773975799,0.439111,0.439111
43,1.99495E-08,1.99013E-08,1.99013E-08,1.61039E-08,5.51301E-08,0.00E+00,0.00E+00,5.59416E-08,6.81E-08,6.27E-08,4.62E-08,0.00E+00,3.96721E-08,3.96721E-08,2.86349E-08,3.33332E-08,2.01381E-08,1.61039E-08,0.127345853,0,0.776359199,0.515841,0.515841
43,1.85544E-08,1.85096E-08,1.85096E-08,1.66592E-08,7.70602E-08,0.00E+00,0.00E+00,5.59416E-08,8.99E-08,5.78E-08,0.00E+00,0.00E+00,3.7437E-08,3.7437E-08,3.59895E-08,3.24998E-08,1.86104E-08,1.66592E-08,0.066279064,0,0.703206999,0.518444,0.518444
43,1.79964E-08,1.79529E-08,1.79529E-08,1.44379E-08,7.47273E-08,0.00E+00,0.00E+00,5.29447E-08,7.56E-08,4.53E-08,0.00E+00,0.00E+00,3.57608E-08,3.57608E-08,4.62941E-08,3.16665E-08,1.7916E-08,1.44379E-08,0.013796434,0,0.6564404,0.495647,0.495647
43.01,1.85544E-08,1.85096E-08,1.85096E-08,1.38826E-08,5.94153E-08,0.00E+00,0.00E+00,4.39541E-08,8.14E-08,4.66E-08,0.00E+00,0.00E+00,3.43638E-08,3.43638E-08,3.89521E-08,3.19443E-08,1.84715E-08,1.38826E-08,0,0,0.6495085,0.392532,0.392532
30,1.75779E-08,1.75354E-08,1.75354E-08,1.55486E-08,4.96062E-08,0.00E+00,0.00E+00,4.39541E-08,9.45E-08,5.67E-08,0.00E+00,0.00E+00,3.43638E-08,3.43638E-08,2.75759E-08,3.08332E-08,1.72216E-08,1.55486E-08,0,0,0.6293775,0.32351,0.32351
30,2.74828E-08,2.74165E-08,2.74165E-08,1.47156E-08,4.6797E-08,0.00E+00,0.00E+00,4.39541E-08,7.52E-08,4.64E-08,1.15E-08,0.00E+00,3.10113E-08,3.10113E-08,2.71718E-08,2.94443E-08,2.61101E-08,1.47156E-08,0,0,0.4591948,0.258272,0.258272
30,2.46927E-08,2.46331E-08,2.46331E-08,1.11061E-08,6.81765E-08,6.32E-09,6.32E-09,4.94484E-08,6.61E-08,3.66E-08,8.66E-09,0.00E+00,2.48649E-08,2.48649E-08,0,2.83332E-08,2.30547E-08,1.11061E-08,0,0,0.4438868,0.275608,0.275608
30,2.55297E-08,2.54681E-08,2.54681E-08,8.60724E-09,3.42935E-08,1.60E-10,1.60E-10,5.12798E-08,5.30E-08,2.20E-08,0.00E+00,6.13E-12,2.09536E-08,2.09536E-08,0,2.83332E-08,2.3888E-08,8.60724E-09,0,0,0.4188194,0.317853,0.317853
30,2.48322E-08,2.47723E-08,2.47723E-08,6.94132E-09,1.66527E-08,1.06E-10,1.06E-10,5.12798E-08,3.81E-08,9.87E-09,4.33E-09,1.10E-11,1.84391E-08,1.84391E-08,0,2.83332E-08,2.30547E-08,6.94132E-09,0,0,0.4152227,0.32606,0.32606
30,2.49717E-08,2.49114E-08,2.49114E-08,7.49663E-09,1.53096E-08,5.50E-11,5.50E-11,5.12798E-08,2.76E-08,3.51E-09,0.00E+00,2.79E-12,1.73216E-08,1.73216E-08,0,2.83332E-08,2.33325E-08,7.49663E-09,0,0,0.4041924,0.318754,0.318754
30,2.49717E-08,2.49114E-08,2.49114E-08,8.32959E-09,1.32068E-08,5.68E-11,5.68E-11,5.12798E-08,1.32E-08,1.51E-09,0.00E+00,5.24E-12,1.64835E-08,1.64835E-08,0,2.80554E-08,2.34714E-08,8.32959E-09,0,0,0.3850609,0.30126,0.30126
30,2.48322E-08,2.47723E-08,2.47723E-08,8.60724E-09,5.87341E-09,6.52E-11,6.52E-11,5.12798E-08,1.03E-09,3.35E-10,0.00E+00,5.49E-11,1.70422E-08,1.70422E-08,0,2.77776E-08,2.34714E-08,8.60724E-09,0.011159307,0,0.3405104,0.246284,0.246284
30,2.88779E-08,2.88082E-08,2.88082E-08,1.9158E-08,5.37291E-09,2.06E-10,2.06E-10,2.93027E-08,0.00E+00,2.01E-09,0.00E+00,5.59E-09,1.89979E-08,1.89979E-08,4.1605E-08,3.02776E-08,2.7499E-08,1.9158E-08,0.060772886,0,0.3270199,0.189737,0.189737
30,2.56692E-08,2.56073E-08,2.56073E-08,2.97089E-08,1.24163E-08,4.23E-10,4.23E-10,2.93027E-08,0.00E+00,1.23E-08,0.00E+00,8.77E-08,2.3468E-08,2.3468E-08,8.01248E-08,3.24998E-08,2.5138E-08,2.97089E-08,0.149628478,0,0.2777903,0.148087,0.148087
25,3.75273E-08,3.74368E-08,3.74368E-08,2.13793E-08,2.36873E-08,2.08E-09,2.08E-09,2.93027E-08,8.27E-09,2.68E-08,0.00E+00,2.08E-07,2.82175E-08,2.82175E-08,8.81434E-08,3.38887E-08,3.7082E-08,2.13793E-08,0.238344117,0,0.2075459,0.198832,0.198832
30,4.1294E-08,4.11943E-08,4.11943E-08,2.74876E-08,2.87919E-08,5.66E-09,5.66E-09,2.93027E-08,6.57E-09,5.37E-08,7.22E-09,1.84E-07,2.9335E-08,2.9335E-08,5.1301E-08,3.41665E-08,4.08318E-08,2.74876E-08,0.314494913,0.10876174,0.1355299,0.18563,0.18563
25,4.32471E-08,4.31427E-08,4.31427E-08,3.19301E-08,2.3636E-08,6.07E-09,6.07E-09,2.93027E-08,0.00E+00,3.01E-08,0.00E+00,1.28E-07,2.90556E-08,2.90556E-08,2.77564E-08,3.44443E-08,4.26373E-08,3.19301E-08,0.366545686,0.255151502,0.08299666,0.128991,0.128991
30,4.46422E-08,4.45344E-08,4.45344E-08,3.05418E-08,3.05506E-08,8.47E-09,8.47E-09,3.61705E-08,8.52E-10,2.61E-08,1.79E-07,9.36E-08,2.87762E-08,2.87762E-08,2.80366E-08,3.41665E-08,4.4165E-08,3.05418E-08,0.397647393,0.195680809,0.07151075,0.041598,0.041598
30,4.17125E-08,4.16119E-08,4.16119E-08,3.05418E-08,2.55739E-08,1.15E-08,1.15E-08,3.84598E-08,4.26E-09,2.55E-08,2.16E-08,8.92E-08,3.07319E-08,3.07319E-08,2.83075E-08,3.41665E-08,4.11096E-08,3.05418E-08,0.372769627,0.319197318,0.1135832,0.024478,0.024478
25,4.31076E-08,4.30036E-08,4.30036E-08,3.22077E-08,2.67772E-08,2.51E-08,2.51E-08,3.84598E-08,4.01E-09,3.00E-08,3.46E-08,7.35E-08,2.9335E-08,2.9335E-08,2.85442E-08,3.41665E-08,4.24984E-08,3.22077E-08,0.318332643,0.62570103,0.1596243,0.017751,0.017751
25,4.33866E-08,4.32819E-08,4.32819E-08,2.97089E-08,2.26644E-08,3.86E-08,3.86E-08,3.84598E-08,5.47E-09,2.53E-08,6.06E-08,5.90E-08,2.84968E-08,2.84968E-08,2.87224E-08,3.38887E-08,4.29151E-08,2.97089E-08,0.354283745,0.666873592,0.174416,0.021134,0.021134
25,4.1294E-08,4.11943E-08,4.11943E-08,2.47111E-08,1.89465E-08,5.05E-08,5.05E-08,5.15711E-08,1.48E-08,2.85E-08,5.48E-08,4.06E-08,2.82175E-08,2.82175E-08,2.88221E-08,3.38887E-08,4.08318E-08,2.47111E-08,0.352247419,0.575379401,0.1829574,0.029291,0.029291
30,3.44582E-08,3.4375E-08,3.4375E-08,1.88804E-08,2.5061E-08,5.89E-08,5.89E-08,5.59416E-08,2.49E-08,3.29E-08,2.16E-07,2.23E-08,3.04525E-08,3.04525E-08,2.88316E-08,3.41665E-08,3.40265E-08,1.88804E-08,0.284012002,0.32377244,0.1621042,0.035091,0.035091
43,2.44137E-08,2.43548E-08,2.43548E-08,9.4402E-09,2.72734E-08,7.65E-08,7.65E-08,5.59416E-08,5.27E-08,4.44E-08,0.00E+00,1.77E-08,3.96721E-08,3.96721E-08,2.87496E-08,3.33332E-08,2.40269E-08,9.4402E-09,0.237402428,0.241427314,0.1489634,0.042194,0.042194
43.03,1.95309E-08,1.94838E-08,1.94838E-08,1.61039E-08,5.74806E-08,1.41E-07,1.41E-07,5.59416E-08,7.07E-08,6.75E-08,0.00E+00,1.53E-08,3.96721E-08,3.96721E-08,2.85853E-08,3.27776E-08,1.90271E-08,1.61039E-08,0.152443547,0.113336862,0.186883,0.04764,0.04764
45.18,1.84149E-08,1.83705E-08,1.83705E-08,1.66592E-08,7.82652E-08,1.80E-07,1.80E-07,5.59416E-08,8.39E-08,6.53E-08,1.88E-08,1.51E-08,3.71577E-08,3.71577E-08,3.59273E-08,3.22221E-08,1.77771E-08,1.66592E-08,0.06463061,0,0.2595131,0.039481,0.039481
45.18,1.82754E-08,1.82313E-08,1.82313E-08,1.41603E-08,8.30562E-08,1.68E-07,1.68E-07,5.29447E-08,7.71E-08,5.96E-08,0.00E+00,1.23E-08,3.60401E-08,3.60401E-08,4.6214E-08,3.1111E-08,1.77771E-08,1.41603E-08,0.01250986,0,0.3109005,0.041119,0.041119
43.02,1.85544E-08,1.85096E-08,1.85096E-08,1.38826E-08,6.72558E-08,1.29E-07,1.29E-07,4.39541E-08,7.71E-08,4.48E-08,2.17E-08,8.90E-09,3.49226E-08,3.49226E-08,3.88846E-08,3.1111E-08,1.83327E-08,1.38826E-08,0,0,0.3502896,0.073919,0.073919
45.18,1.77174E-08,1.76746E-08,1.76746E-08,1.55486E-08,4.99708E-08,9.20E-08,9.20E-08,4.39541E-08,8.45E-08,4.43E-08,0.00E+00,6.25E-09,3.57608E-08,3.57608E-08,2.75282E-08,2.99999E-08,1.69438E-08,1.55486E-08,0,0,0.4161274,0.148311,0.148311
43,2.72038E-08,2.71382E-08,2.71382E-08,1.47156E-08,4.81765E-08,6.40E-08,6.40E-08,4.39541E-08,9.29E-08,3.23E-08,0.00E+00,6.07E-10,3.24082E-08,3.24082E-08,2.71249E-08,2.88887E-08,2.58324E-08,1.47156E-08,0,0,0.4852969,0.303601,0.303601
43,2.42742E-08,2.42156E-08,2.42156E-08,1.11061E-08,6.24245E-08,3.74E-08,3.74E-08,4.94484E-08,8.31E-08,2.44E-08,0.00E+00,2.90E-12,2.54237E-08,2.54237E-08,0,2.88887E-08,2.36102E-08,1.11061E-08,0,0,0.6292859,0.355554,0.355554
43,2.42742E-08,2.42156E-08,2.42156E-08,8.60724E-09,3.2736E-08,2.81E-08,2.81E-08,5.12798E-08,6.75E-08,1.29E-08,2.88E-09,2.41E-09,2.15123E-08,2.15123E-08,0,2.8611E-08,2.43047E-08,8.60724E-09,0,0,0.764339599,0.404956,0.404956
30,2.32976E-08,2.32414E-08,2.32414E-08,6.94132E-09,1.60422E-08,2.10E-08,2.10E-08,5.12798E-08,3.97E-08,5.74E-09,0.00E+00,1.86E-09,1.84391E-08,1.84391E-08,0,2.8611E-08,2.19436E-08,6.94132E-09,0,0,0.824940499,0.412419,0.412419
30,2.34371E-08,2.33806E-08,2.33806E-08,7.49663E-09,1.43331E-08,1.69E-08,1.69E-08,5.12798E-08,2.66E-08,3.12E-09,0.00E+00,1.55E-09,1.70422E-08,1.70422E-08,0,2.83332E-08,2.16659E-08,7.49663E-09,0,0,0.781985899,0.404084,0.404084
30,2.35766E-08,2.35197E-08,2.35197E-08,8.32959E-09,1.16549E-08,1.35E-08,1.35E-08,5.12798E-08,1.34E-08,2.84E-09,0.00E+00,1.30E-09,1.67629E-08,1.67629E-08,0,2.83332E-08,2.20825E-08,8.32959E-09,0,0,0.747811699,0.423935,0.423935
30,2.34371E-08,2.33806E-08,2.33806E-08,8.60724E-09,5.42688E-09,1.11E-08,1.11E-08,5.12798E-08,8.58E-09,1.62E-09,8.66E-09,1.21E-09,1.70422E-08,1.70422E-08,0,2.80554E-08,2.18047E-08,8.60724E-09,0.002587144,0,0.750283699,0.401696,0.401696
30,2.77618E-08,2.76948E-08,2.76948E-08,1.9158E-08,5.79381E-09,8.94E-09,8.94E-09,2.93027E-08,4.93E-09,3.68E-09,0.00E+00,6.87E-09,1.87185E-08,1.87185E-08,4.1533E-08,3.05554E-08,2.59713E-08,1.9158E-08,0.0199404,0,0.770001199,0.373783,0.373783
30,2.49717E-08,2.49114E-08,2.49114E-08,2.97089E-08,1.2187E-08,6.90E-09,6.90E-09,2.93027E-08,6.69E-09,1.22E-08,0.00E+00,9.15E-08,2.31886E-08,2.31886E-08,7.99863E-08,3.33332E-08,2.41658E-08,2.97089E-08,0.058306703,0,0.741618799,0.379069,0.379069
30,3.71088E-08,3.70192E-08,3.70192E-08,2.13793E-08,2.47871E-08,5.02E-09,5.02E-09,2.93027E-08,3.16E-09,1.96E-08,6.35E-08,2.12E-07,2.70999E-08,2.70999E-08,8.79911E-08,3.44443E-08,3.63875E-08,2.13793E-08,0.081918888,0,0.723253999,0.399254,0.399254
30,4.0736E-08,4.06377E-08,4.06377E-08,2.16569E-08,3.00897E-08,6.99E-09,6.99E-09,2.93027E-08,1.06E-08,5.10E-08,0.00E+00,1.82E-07,2.9335E-08,2.9335E-08,5.12123E-08,3.49998E-08,3.99985E-08,2.16569E-08,0.098713329,0,0.747742799,0.418905,0.418905
30,4.29681E-08,4.28644E-08,4.28644E-08,2.58217E-08,2.49556E-08,7.45E-09,7.45E-09,2.93027E-08,1.19E-08,3.90E-08,0.00E+00,1.28E-07,2.87762E-08,2.87762E-08,2.77084E-08,3.49998E-08,4.23595E-08,2.58217E-08,0.132730071,0,0.779837799,0.400643,0.400643
30,4.42236E-08,4.41169E-08,4.41169E-08,2.44334E-08,3.018E-08,8.45E-09,8.45E-09,3.61705E-08,1.09E-08,2.75E-08,0.00E+00,9.25E-08,2.87762E-08,2.87762E-08,2.79881E-08,3.52776E-08,4.43039E-08,2.44334E-08,0.148875727,0,0.5915931,0.277336,0.277336
26.02,4.1015E-08,4.0916E-08,4.0916E-08,2.41558E-08,2.94755E-08,1.10E-08,1.10E-08,3.84598E-08,1.19E-08,2.78E-08,7.51E-08,8.55E-08,3.01731E-08,3.01731E-08,2.82586E-08,3.49998E-08,4.09707E-08,2.41558E-08,0.151893729,0,0.5718566,0.281979,0.281979
26.01,4.28286E-08,4.27252E-08,4.27252E-08,2.6377E-08,2.45654E-08,2.10E-08,2.10E-08,3.84598E-08,1.28E-08,2.39E-08,1.89E-07,6.91E-08,2.84968E-08,2.84968E-08,2.84949E-08,3.49998E-08,4.27762E-08,2.6377E-08,0.131471488,0.332921505,0.5630315,0.301899,0.301899
26.01,4.31076E-08,4.30036E-08,4.30036E-08,2.38781E-08,2.8316E-08,3.28E-08,3.28E-08,3.84598E-08,1.92E-08,2.69E-08,8.66E-08,5.25E-08,2.73793E-08,2.73793E-08,2.86727E-08,3.49998E-08,4.31928E-08,2.38781E-08,0.14829292,0.630276152,0.6202554,0.286129,0.286129
26,4.08755E-08,4.07768E-08,4.07768E-08,1.9158E-08,1.88414E-08,4.32E-08,4.32E-08,5.15711E-08,2.12E-08,2.56E-08,6.35E-08,3.50E-08,2.76587E-08,2.76587E-08,2.87723E-08,3.49998E-08,4.09707E-08,1.9158E-08,0.241939926,0.566230336,0.6845807,0.272103,0.272103
26,3.41792E-08,3.40967E-08,3.40967E-08,1.33273E-08,2.09745E-08,5.05E-08,5.05E-08,5.59416E-08,2.66E-08,2.73E-08,0.00E+00,2.12E-08,2.98938E-08,2.98938E-08,2.87818E-08,3.49998E-08,3.41654E-08,1.33273E-08,0.27800699,0.401541264,0.6826894,0.275027,0.275027
30,2.39952E-08,2.39373E-08,2.39373E-08,9.4402E-09,2.66259E-08,6.70E-08,6.70E-08,5.59416E-08,3.42E-08,3.97E-08,0.00E+00,1.68E-08,3.85546E-08,3.85546E-08,2.86999E-08,3.4722E-08,2.40269E-08,9.4402E-09,0.253926959,0.287174999,0.692441199,0.268362,0.268362
30,1.92519E-08,1.92055E-08,1.92055E-08,1.61039E-08,5.40456E-08,1.19E-07,1.19E-07,5.59416E-08,5.85E-08,5.24E-08,0.00E+00,1.66E-08,3.99515E-08,3.99515E-08,2.8536E-08,3.44443E-08,1.93048E-08,1.61039E-08,0.177922114,0.122485928,0.721724699,0.225936,0.225936
30,1.82754E-08,1.82313E-08,1.82313E-08,1.66592E-08,7.88189E-08,1.62E-07,1.62E-07,5.59416E-08,5.76E-08,6.29E-08,1.30E-07,1.66E-08,3.79958E-08,3.79958E-08,3.58652E-08,3.36109E-08,1.81938E-08,1.66592E-08,0.057188073,0,0.726832499,0.178015,0.178015
45.18,1.81359E-08,1.80921E-08,1.80921E-08,1.41603E-08,8.62704E-08,1.51E-07,1.51E-07,5.29447E-08,7.45E-08,5.15E-08,3.32E-08,1.20E-08,3.5202E-08,3.5202E-08,4.61342E-08,3.22221E-08,1.81938E-08,1.41603E-08,0.012199962,0,0.6808312,0.164304,0.164304
45.18,1.78569E-08,1.78138E-08,1.78138E-08,1.38826E-08,6.49701E-08,1.10E-07,1.10E-07,4.39541E-08,6.90E-08,4.31E-08,1.44E-08,8.20E-09,3.43638E-08,3.43638E-08,3.88175E-08,3.22221E-08,1.7916E-08,1.38826E-08,0,0,0.6290838,0.1538,0.1538
45.18,1.74383E-08,1.73963E-08,1.73963E-08,1.55486E-08,5.76095E-08,7.64E-08,7.64E-08,4.39541E-08,6.87E-08,3.29E-08,0.00E+00,5.95E-09,3.46432E-08,3.46432E-08,2.74806E-08,3.08332E-08,1.74994E-08,1.55486E-08,0,0,0.6619411,0.18927,0.18927
30,2.73433E-08,2.72773E-08,2.72773E-08,1.47156E-08,5.42858E-08,5.36E-08,5.36E-08,4.39541E-08,6.58E-08,3.45E-08,0.00E+00,4.59E-09,3.18494E-08,3.18494E-08,2.7078E-08,2.94443E-08,2.70823E-08,1.47156E-08,0,0,0.5821365,0.266534,0.266534
45.18,2.37161E-08,2.36589E-08,2.36589E-08,1.11061E-08,6.70889E-08,3.73E-08,3.73E-08,4.94484E-08,6.11E-08,3.19E-08,4.33E-09,3.11E-09,2.54237E-08,2.54237E-08,0,2.91665E-08,2.34714E-08,1.11061E-08,0,0,0.5782765,0.314727,0.314727
43.01,2.39952E-08,2.39373E-08,2.39373E-08,8.60724E-09,3.76241E-08,2.58E-08,2.58E-08,5.12798E-08,5.35E-08,1.96E-08,0.00E+00,2.36E-09,2.09536E-08,2.09536E-08,0,2.91665E-08,2.37491E-08,8.60724E-09,0,0,0.5766078,0.318371,0.318371
45.18,2.23211E-08,2.22672E-08,2.22672E-08,6.94132E-09,1.84327E-08,2.01E-08,2.01E-08,5.12798E-08,3.41E-08,1.33E-08,0.00E+00,1.74E-09,1.87185E-08,1.87185E-08,0,2.91665E-08,2.22214E-08,6.94132E-09,0,0,0.5776423,0.365165,0.365165
45.18,2.28791E-08,2.28239E-08,2.28239E-08,7.49663E-09,1.90789E-08,1.58E-08,1.58E-08,5.12798E-08,2.68E-08,9.20E-09,0.00E+00,1.48E-09,1.73216E-08,1.73216E-08,0,2.91665E-08,2.26381E-08,7.49663E-09,0,0,0.5056263,0.348487,0.348487
43,2.24606E-08,2.24064E-08,2.24064E-08,8.32959E-09,1.35541E-08,1.32E-08,1.32E-08,5.12798E-08,1.49E-08,2.40E-09,0.00E+00,1.23E-09,1.67629E-08,1.67629E-08,0,2.88887E-08,2.23603E-08,8.32959E-09,0,0,0.4281547,0.331398,0.331398
45.18,2.19026E-08,2.18497E-08,2.18497E-08,8.60724E-09,4.76416E-09,1.15E-08,1.15E-08,5.12798E-08,8.88E-09,2.51E-09,0.00E+00,9.96E-10,1.70422E-08,1.70422E-08,0,2.8611E-08,2.16659E-08,8.60724E-09,0.009919717,0,0.3964042,0.318143,0.318143
30,2.51112E-08,2.50506E-08,2.50506E-08,1.9158E-08,5.03799E-09,8.75E-09,8.75E-09,2.93027E-08,8.39E-09,3.07E-09,4.33E-09,6.51E-09,1.84391E-08,1.84391E-08,4.27706E-08,3.13887E-08,2.49991E-08,1.9158E-08,0.059216401,0,0.3640378,0.293024,0.293024
45.18,2.26001E-08,2.25456E-08,2.25456E-08,2.97089E-08,1.15039E-08,6.79E-09,6.79E-09,2.93027E-08,3.53E-09,1.56E-09,0.00E+00,8.35E-08,2.3468E-08,2.3468E-08,8.23695E-08,3.36109E-08,2.24992E-08,2.97089E-08,0.139860711,0,0.3513707,0.287584,0.287584
30,3.36211E-08,3.354E-08,3.354E-08,2.13793E-08,2.58368E-08,4.21E-09,4.21E-09,2.93027E-08,6.39E-09,5.69E-09,0.00E+00,2.03E-07,2.76587E-08,2.76587E-08,9.10285E-08,3.49998E-08,3.3471E-08,2.13793E-08,0.216625305,0.081313365,0.323108,0.279568,0.279568
30,3.72483E-08,3.71584E-08,3.71584E-08,1.63815E-08,3.07775E-08,6.65E-09,6.65E-09,2.93027E-08,4.08E-09,9.53E-09,0.00E+00,1.76E-07,2.98938E-08,2.98938E-08,5.32905E-08,3.52776E-08,3.69431E-08,1.63815E-08,0.272941666,0.534208018,0.3002539,0.223991,0.223991
30,3.92014E-08,3.91068E-08,3.91068E-08,1.58262E-08,2.36928E-08,6.82E-09,6.82E-09,2.93027E-08,5.78E-09,1.39E-08,7.36E-08,1.23E-07,2.98938E-08,2.98938E-08,2.92391E-08,3.55554E-08,3.90263E-08,1.58262E-08,0.32505142,0.470162202,0.2590483,0.199639,0.199639
30,4.0457E-08,4.03593E-08,4.03593E-08,1.41603E-08,3.45405E-08,8.03E-09,8.03E-09,3.61705E-08,1.59E-08,3.11E-08,5.20E-08,8.91E-08,2.98938E-08,2.98938E-08,2.96868E-08,3.55554E-08,4.01374E-08,1.41603E-08,0.413823039,0.534208018,0.1717237,0.085992,0.085992
25,3.72483E-08,3.71584E-08,3.71584E-08,1.2772E-08,2.88861E-08,1.03E-08,1.03E-08,3.84598E-08,1.37E-08,3.92E-08,8.80E-08,8.75E-08,3.10113E-08,3.10113E-08,3.01199E-08,3.55554E-08,3.7082E-08,1.2772E-08,0.551370516,0.360369881,0.1920741,0.102188,0.102188
26,3.79458E-08,3.78543E-08,3.78543E-08,1.2772E-08,2.70565E-08,2.15E-08,2.15E-08,3.84598E-08,2.00E-08,4.19E-08,4.19E-08,7.63E-08,2.96144E-08,2.96144E-08,3.04984E-08,3.55554E-08,3.77764E-08,1.2772E-08,0.543992958,0.200255931,0.1758229,0.09789,0.09789
26,3.69693E-08,3.68801E-08,3.68801E-08,1.24944E-08,2.5287E-08,3.60E-08,3.60E-08,3.84598E-08,2.77E-08,5.31E-08,5.34E-08,5.82E-08,2.87762E-08,2.87762E-08,3.07836E-08,3.55554E-08,3.68042E-08,1.24944E-08,0.436063678,0.319197318,0.2036818,0.083484,0.083484
25,3.40397E-08,3.39575E-08,3.39575E-08,1.22167E-08,1.95533E-08,4.66E-08,4.66E-08,5.15711E-08,3.69E-08,5.17E-08,6.06E-08,4.01E-08,2.82175E-08,2.82175E-08,3.09437E-08,3.55554E-08,3.40265E-08,1.22167E-08,0.339893507,0.236853371,0.2581863,0.099001,0.099001
26.01,2.85989E-08,2.85299E-08,2.85299E-08,1.22167E-08,2.35957E-08,5.55E-08,5.55E-08,5.59416E-08,4.48E-08,5.07E-08,1.67E-07,2.69E-08,2.98938E-08,2.98938E-08,3.09599E-08,3.55554E-08,2.86101E-08,1.22167E-08,0.274133272,0,0.4182337,0.093234,0.093234
25,2.16235E-08,2.15714E-08,2.15714E-08,9.4402E-09,2.8804E-08,7.55E-08,7.55E-08,5.59416E-08,3.53E-08,4.21E-08,4.04E-08,2.04E-08,3.79958E-08,3.79958E-08,3.08301E-08,3.4722E-08,2.16659E-08,9.4402E-09,0.198188407,0,0.6076649,0.137491,0.137491
25,1.82754E-08,1.82313E-08,1.82313E-08,1.61039E-08,5.45648E-08,1.27E-07,1.27E-07,5.59416E-08,3.18E-08,5.04E-08,1.36E-07,1.72E-08,3.96721E-08,3.96721E-08,3.05694E-08,3.44443E-08,1.81938E-08,1.61039E-08,0.097572707,0,0.754595399,0.22882,0.22882
25,1.72988E-08,1.72571E-08,1.72571E-08,1.66592E-08,7.74855E-08,1.58E-07,1.58E-07,5.59416E-08,3.72E-08,5.80E-08,2.74E-08,1.60E-08,3.71577E-08,3.71577E-08,3.79888E-08,3.41665E-08,1.72216E-08,1.66592E-08,0.046483616,0,0.842374999,0.302819,0.302819
25,1.63223E-08,1.62829E-08,1.62829E-08,1.41603E-08,7.68971E-08,1.44E-07,1.44E-07,5.29447E-08,4.88E-08,5.58E-08,1.24E-07,1.26E-08,3.5202E-08,3.5202E-08,4.84126E-08,3.27776E-08,1.61105E-08,1.41603E-08,0.011345245,0,0.876296499,0.40795,0.40795
