interconnector_1_price,interconnector_2_price,interconnector_3_price,interconnector_4_price,interconnector_5_price
56.48,56.48,56.48,56.48,35.17
56.48,64.19,64.19,56.48,35.17
56.48,91.54,110.04,56.48,35.17
56.48,64.19,64.19,56.48,35.17
38.38,64.19,64.19,38.38,35.17
35.17,56.48,56.48,35.17,35.17
35.17,56.48,35.17,35.17,35.17
29.82,43.77,29.82,29.82,35.17
2.31,11.92,2.31,2.31,4.96
2.31,11.92,2.31,2.31,4.96
2.31,9.15,2.31,2.31,4.96
2.31,9.15,2.31,2.31,4.96
2.31,9.15,2.31,2.31,4.96
2.31,9.15,2.31,2.31,4.96
4.96,11.92,4.96,4.96,4.96
4.96,11.92,4.96,4.96,4.96
4.96,11.92,11.92,4.96,4.96
4.96,11.92,11.92,4.96,4.96
4.96,11.92,11.92,4.96,4.96
2.31,11.92,11.92,4.96,4.96
2.31,11.92,11.92,2.31,4.96
2.31,11.92,11.92,2.31,4.96
2.31,11.92,11.92,2.31,4.96
2.31,11.92,11.92,2.31,4.96
2.31,11.92,11.92,2.31,4.96
4.96,14.73,27.94,4.96,4.96
4.96,14.73,29.82,4.96,4.96
2.31,11.92,11.92,2.31,4.96
2.31,11.92,11.92,2.31,4.96
2.31,11.92,11.92,2.31,4.96
2.31,11.92,11.92,2.31,4.96
2.31,11.92,4.96,2.31,4.96
2.31,7.46,2.31,2.31,2.31
2.31,4.06,2.31,2.31,2.31
2.31,4.06,2.31,2.31,2.31
2.31,4.06,2.31,2.31,2.31
1.96,2.31,2.31,2.31,2.31
1.73,2.31,2.31,2.31,2.31
1.73,4.06,2.31,2.31,2.31
1.73,4.06,2.31,2.31,2.31
2.31,7.46,2.31,2.31,2.31
1.73,7.18,2.31,2.31,2.31
1.73,4.06,2.31,2.31,2.31
1.73,4.06,4.06,2.31,2.31
1.73,4.06,2.31,2.31,2.31
1.73,4.06,2.31,2.31,2.31
2.31,4.06,4.06,2.31,2.31
2.31,11.92,11.92,2.31,2.31
2.31,11.92,11.92,2.31,2.31
2.31,19.13,19.13,2.31,2.31
2.31,29.82,29.82,2.31,2.31
2.31,29.82,29.82,2.31,2.31
2.31,19.13,19.13,2.31,2.31
2.31,19.13,19.13,2.31,2.31
2.31,19.13,19.13,2.31,2.31
2.31,19.13,2.31,2.31,2.31
2.31,11.92,2.31,2.31,2.31
2.31,4.96,2.31,2.31,2.31
2.31,2.31,2.31,2.31,2.31
2.31,2.31,2.31,2.31,2.31
2.31,2.31,2.31,2.31,2.31
2.31,2.31,2.31,2.31,2.31
2.31,2.31,2.31,2.31,2.31
2.31,2.31,2.31,2.31,2.31
2.31,2.31,2.31,2.31,2.31
1.73,2.31,2.31,2.31,2.31
1.73,2.31,2.31,2.31,2.31
2.31,2.31,2.31,2.31,2.31
1.73,2.31,2.31,2.31,2.31
1.73,2.31,2.31,2.31,2.31
1.73,2.31,2.31,2.31,2.31
2.31,7.18,7.18,2.31,2.31
2.31,11.92,11.92,2.31,2.31
2.31,11.92,11.92,2.31,2.31
2.31,52.08,52.08,2.31,2.31
2.31,29.82,29.82,2.31,2.31
2.31,11.92,11.92,2.31,2.31
2.31,11.92,11.92,2.31,2.31
2.31,11.92,11.92,2.31,2.31
2.31,11.92,2.31,2.31,2.31
2.31,11.92,2.31,2.31,2.31
2.31,11.92,2.31,2.31,2.31
2.31,11.92,2.31,2.31,2.31
2.31,2.31,2.31,2.31,2.31
2.31,11.92,2.31,2.31,2.31
2.31,11.92,2.31,2.31,2.31
2.31,11.92,2.31,2.31,2.31
2.31,11.92,2.31,2.31,2.31
2.31,11.92,11.92,2.31,2.31
2.31,11.92,11.92,2.31,2.31
2.31,11.92,11.92,2.31,2.31
2.31,11.92,11.92,2.31,2.31
2.31,11.92,11.92,2.31,2.31
2.31,11.92,11.92,2.31,2.31
2.31,11.92,11.92,2.31,2.31
2.31,11.92,11.92,2.31,2.31
2.31,11.92,11.92,2.31,2.31
2.31,35.66,43.23,2.31,2.31
2.31,35.66,113.43,2.31,2.31
2.31,29.51,74.9,2.31,2.31
2.31,18.69,29.82,2.31,2.31
2.31,11.92,11.92,2.31,2.31
2.31,11.92,11.92,2.31,2.31
2.31,11.92,11.92,2.31,2.31
2.31,11.92,11.92,2.31,14.78
2.31,11.92,11.92,2.31,14.78
2.31,11.92,11.92,2.31,14.78
2.31,11.92,11.92,11.92,14.78
2.31,11.92,2.31,2.31,14.78
2.31,11.92,2.31,2.31,14.78
2.31,11.92,11.92,11.92,14.78
4.96,14.78,14.78,14.78,14.78
2.31,15.01,15.01,14.78,14.78
2.31,11.92,20.24,14.78,14.78
2.31,11.92,20.24,14.78,14.78
2.31,11.92,14.78,11.92,14.78
2.31,11.92,14.78,11.92,14.78
2.31,11.92,14.78,11.92,14.78
2.31,11.92,13.01,11.92,14.78
14.78,14.78,14.78,14.78,14.78
15.01,15.01,15.01,15.01,14.78
20.24,20.24,20.24,20.24,14.78
20.24,29.82,29.82,20.24,14.78
15.01,29.82,29.82,15.01,14.78
15.01,18.69,29.82,15.01,14.78
15.01,15.01,15.01,15.01,14.78
14.78,15.01,15.01,14.78,14.78
14.78,14.78,14.78,14.78,14.78
11.92,11.92,11.92,11.92,14.72
11.92,11.92,11.92,11.92,14.72
11.92,11.92,11.92,11.92,14.72
11.92,11.92,11.92,11.92,14.72
11.92,11.92,11.92,11.92,14.72
11.92,11.92,11.92,11.92,14.72
11.92,11.92,11.92,11.92,14.72
14.72,14.72,14.72,14.72,14.72
14.72,22.69,22.69,14.72,14.72
14.72,14.72,14.72,14.72,14.72
14.72,14.72,14.72,14.72,14.72
14.72,14.72,14.72,14.72,14.72
14.72,14.72,14.72,14.72,14.72
14.72,14.72,14.72,14.72,14.72
29.82,29.82,29.82,29.82,14.72
29.82,29.82,29.82,29.82,14.72
29.82,29.82,29.82,29.82,14.72
29.82,29.82,29.82,29.82,14.72
29.82,29.82,29.82,29.82,14.72
29.82,29.82,29.82,29.82,14.72
29.82,29.82,29.82,29.82,14.72
19.71,19.71,19.71,19.71,14.72
19.71,19.71,19.71,19.71,14.72
14.72,14.72,14.72,14.72,14.72
2.31,2.31,2.31,2.31,4.96
2.31,2.31,2.31,2.31,4.96
2.31,2.31,2.31,2.31,4.96
2.31,2.31,2.31,2.31,4.96
2.31,2.31,2.31,2.31,4.96
2.31,2.31,2.31,2.31,4.96
2.31,2.31,2.31,2.31,4.96
4.96,11.92,4.96,4.96,4.96
4.96,11.92,11.92,4.96,4.96
2.31,11.92,11.92,2.31,4.96
2.31,11.92,11.92,2.31,4.96
2.31,11.92,11.92,2.31,4.96
2.31,7.18,7.18,2.31,4.96
2.31,7.18,7.18,2.31,4.96
2.31,7.18,7.18,2.31,4.96
4.96,11.92,11.92,4.96,4.96
4.96,11.92,11.92,4.96,4.96
4.96,19.41,19.41,4.96,4.96
4.96,19.41,29.21,4.96,4.96
4.96,19.41,19.41,4.96,4.96
4.96,19.41,19.41,4.96,4.96
2.31,19.41,19.41,2.31,4.96
2.31,19.41,19.41,2.31,4.96
2.31,19.41,7.24,2.31,4.96
11.92,37.25,11.92,11.92,63.02
11.92,37.25,11.92,11.92,63.02
11.92,37.25,11.92,11.92,63.02
28.7,37.25,28.7,28.7,63.02
29.82,37.25,29.82,29.82,63.02
29.82,37.25,29.82,29.82,63.02
62.25,62.25,62.25,62.25,63.02
63.02,63.02,63.02,63.02,63.02
63.02,63.02,63.02,63.02,63.02
63.02,63.02,63.02,63.02,63.02
63.02,63.02,63.02,63.02,63.02
63.02,63.02,63.02,63.02,63.02
63.02,63.02,63.02,63.02,63.02
63.02,63.02,63.02,63.02,63.02
63.76,63.02,63.02,63.02,63.02
63.76,63.76,63.76,63.76,63.02
63.97,63.97,63.76,63.97,63.02
89.29,89.29,89.29,89.29,63.02
89.29,89.29,89.29,89.29,63.02
63.97,63.97,63.97,63.97,63.02
63.97,63.97,63.76,63.97,63.02
63.76,63.76,63.76,63.76,63.02
63.76,63.76,63.76,63.76,63.02
63.76,63.76,63.02,63.02,63.02
62.91,62.91,62.81,62.81,62.71
62.81,62.81,62.71,62.71,62.71
62.71,62.71,62.71,62.71,62.71
62.71,62.71,62.71,62.71,62.71
62.71,62.71,62.71,62.71,62.71
62.71,62.71,62.71,62.71,62.71
62.71,62.71,62.71,62.71,62.71
62.91,62.91,62.71,62.71,62.71
62.91,62.91,62.71,62.71,62.71
62.71,62.71,62.71,62.71,62.71
62.71,62.71,62.71,62.71,62.71
62.71,62.71,62.71,62.71,62.71
62.6,62.6,62.6,62.6,62.71
62.6,62.6,62.6,62.6,62.71
62.71,62.71,62.71,62.71,62.71
62.71,62.71,62.71,62.71,62.71
62.91,62.91,62.91,62.91,62.71
63.02,63.02,63.02,63.02,62.71
65.96,65.96,65.96,65.96,62.71
63.02,63.02,63.02,63.02,62.71
63.02,63.02,63.02,63.02,62.71
63.02,63.02,63.02,63.02,62.71
63.02,63.02,63.02,63.02,62.71
62.91,62.91,62.91,62.91,62.71
62.91,62.91,62.91,62.91,62.91
62.91,62.91,62.91,62.91,62.91
62.91,62.91,62.91,62.91,62.91
62.91,62.91,62.91,62.91,62.91
62.91,62.91,62.91,62.91,62.91
62.91,62.91,62.91,62.91,62.91
62.91,62.91,62.91,62.91,62.91
62.91,62.91,62.91,62.91,62.91
62.91,62.91,62.91,62.91,62.91
62.91,62.91,62.91,62.91,62.91
62.91,62.91,62.91,62.91,62.91
62.91,62.91,62.91,62.91,62.91
62.91,62.91,62.91,62.91,62.91
62.91,62.91,62.91,62.91,62.91
63.93,63.93,62.91,63.93,62.91
64.59,64.59,62.91,64.59,62.91
73.9,73.9,63.97,73.9,62.91
91.54,91.54,64.59,91.54,62.91
91.54,91.54,77.25,91.54,62.91
91.54,91.54,77.25,91.54,62.91
83.35,83.35,77.25,83.35,62.91
75.79,75.79,75.79,75.79,62.91
75.79,75.79,64.59,75.79,62.91
68.47,68.47,64.19,68.47,62.91
92.65,92.65,64.19,92.65,93.82
92.65,92.65,64.19,92.65,93.82
92.65,92.65,64.19,92.65,93.82
92.65,91.73,64.19,92.65,93.82
92.65,91.73,64.19,92.65,93.82
93.82,93.82,64.19,93.82,93.82
93.82,93.82,64.41,93.82,93.82
93.82,93.82,67.9,93.82,93.82
93.82,93.82,93.82,93.82,93.82
93.82,93.82,93.82,93.82,93.82
93.82,93.82,93.82,93.82,93.82
93.82,93.82,93.82,93.82,93.82
93.82,93.82,93.82,93.82,93.82
93.82,93.82,93.82,93.82,93.82
93.82,93.82,93.82,93.82,93.82
93.82,93.82,93.82,93.82,93.82
93.82,93.82,93.82,93.82,93.82
95.26,95.26,93.82,95.26,93.82
115.32,115.32,115.32,115.32,93.82
93.82,93.82,93.82,93.82,93.82
93.82,93.82,93.82,93.82,93.82
93.82,93.82,93.82,93.82,93.82
93.82,93.82,93.82,93.82,93.82
93.82,93.82,93.82,93.82,93.82
92.65,92.65,64.74,92.65,92.65
92.65,92.65,64.63,92.65,92.65
92.65,92.65,64.63,92.65,92.65
92.65,92.65,64.63,92.65,92.65
92.65,92.65,64.52,92.65,92.65
92.65,92.65,64.52,92.65,92.65
93.82,93.82,64.52,93.82,92.65
93.82,93.82,92.65,93.82,92.65
93.82,93.82,93.82,93.82,92.65
93.82,93.82,93.82,93.82,92.65
93.82,93.82,93.58,93.82,92.65
93.82,93.82,93.58,93.82,92.65
93.82,93.82,92.65,93.82,92.65
93.82,93.82,92.65,93.82,92.65
93.82,93.82,92.65,93.82,92.65
93.82,93.82,92.65,93.82,92.65
93.82,93.82,92.65,93.82,92.65
104.23,104.23,92.65,104.23,92.65
105.86,105.86,92.65,105.86,92.65
93.82,93.82,92.65,93.82,92.65
93.82,93.82,68.19,93.82,92.65
93.82,93.82,64.71,93.82,92.65
93.58,93.58,64.41,93.58,92.65
92.65,92.65,64.41,92.65,92.65
92.65,64.41,62.91,92.65,92.65
92.65,64.41,62.91,92.65,92.65
92.65,64.41,62.91,92.65,92.65
92.65,64.19,62.91,92.65,92.65
92.65,64.19,62.91,92.65,92.65
92.65,64.41,63.02,92.65,92.65
92.65,74.13,64.08,92.65,92.65
94.67,92.65,64.41,94.67,92.65
93.82,93.82,67.9,93.82,92.65
92.65,91.16,68.81,92.65,92.65
92.65,66.73,66.73,92.65,92.65
92.65,64.74,64.74,92.65,92.65
92.65,64.74,64.74,92.65,92.65
92.65,70.8,70.8,92.65,92.65
92.65,92.65,92.65,92.65,92.65
93.12,93.12,92.65,93.12,92.65
93.82,93.82,92.65,93.82,92.65
93.82,93.82,93.67,93.82,92.65
114.37,114.37,114.37,114.37,92.65
93.82,93.82,93.67,93.82,92.65
92.65,92.65,92.65,92.65,92.65
92.65,92.65,92.65,92.65,92.65
92.65,92.65,92.65,92.65,92.65
92.65,92.65,92.65,92.65,92.65
93.12,93.12,64.41,93.12,93.12
92.65,70.8,64.41,92.65,93.12
92.65,64.74,64.41,92.65,93.12
92.65,64.74,64.41,92.65,93.12
92.65,64.74,64.41,92.65,93.12
93.12,64.74,64.41,93.12,93.12
93.12,64.74,64.41,93.12,93.12
93.82,93.12,93.12,93.82,93.12
93.82,93.12,93.12,93.82,93.12
93.36,93.12,93.12,93.36,93.12
93.82,93.12,93.12,93.82,93.12
93.82,93.12,93.12,93.82,93.12
93.82,93.82,92.65,93.82,93.12
93.82,93.82,92.65,93.82,93.12
93.82,93.82,92.65,93.82,93.12
93.82,93.82,93.12,93.82,93.12
93.82,93.82,93.12,93.82,93.12
97.93,97.93,93.36,97.93,93.12
110.26,110.26,110.26,110.26,93.12
93.82,93.82,93.67,93.82,93.12
93.82,93.82,93.12,93.82,93.12
93.82,93.82,92.84,93.82,93.12
93.36,93.36,92.65,93.36,93.12
93.12,93.12,64.74,93.12,93.12
92.65,92.65,64.41,92.65,67.39
83.35,83.35,64.19,83.35,67.39
72.5,72.5,63.76,72.5,67.39
72.5,72.5,63.02,72.5,67.39
90.19,90.19,63.02,90.19,67.39
92.65,92.65,63.02,92.65,67.39
93.82,93.82,63.02,93.82,67.39
97.93,97.93,64.41,97.93,67.39
97.93,97.93,65.98,97.93,67.39
97.93,97.93,65.98,97.93,67.39
97.93,97.93,64.41,97.93,67.39
97.93,97.93,64.41,97.93,67.39
93.82,93.82,64.19,93.82,67.39
93.12,93.12,63.97,93.12,67.39
92.65,92.65,63.76,92.65,67.39
92.65,92.65,63.76,92.65,67.39
92.65,92.65,64.08,92.65,67.39
92.65,92.65,64.41,92.65,67.39
90.19,72.5,65.17,72.5,67.39
72.5,72.5,64.41,72.5,67.39
67.39,67.39,64.41,67.39,67.39
67.39,64.19,63.02,67.39,67.39
67.39,64.41,62.89,67.39,67.39
67.39,64.19,62.6,67.39,67.39
48.88,48.88,48.88,48.88,48.88
48.88,48.88,48.88,48.88,48.88
48.88,48.88,29.82,48.88,48.88
48.88,48.88,29.82,48.88,48.88
48.88,48.88,29.82,48.88,48.88
48.88,48.88,29.82,48.88,48.88
48.88,48.88,29.82,48.88,48.88
48.88,48.88,48.88,48.88,48.88
57.87,48.88,48.88,57.87,48.88
57.87,48.88,48.88,57.87,48.88
57.87,48.88,48.88,57.87,48.88
48.88,48.88,48.88,48.88,48.88
57.87,48.88,48.88,48.88,48.88
57.87,48.88,48.88,48.88,48.88
57.87,48.88,48.88,48.88,48.88
57.87,48.88,48.88,48.88,48.88
57.87,57.87,57.87,57.87,48.88
71.48,71.48,71.48,71.48,48.88
71.48,71.48,71.48,71.48,48.88
71.48,71.48,72.99,71.48,48.88
71.48,71.48,71.48,71.48,48.88
71.48,71.48,71.48,71.48,48.88
68.42,68.42,68.42,68.42,48.88
62.91,62.91,62.91,62.91,48.88
62.81,62.81,62.81,62.81,62.81
62.81,62.81,62.81,62.81,62.81
62.81,62.81,62.81,62.81,62.81
62.81,62.81,62.81,62.81,62.81
62.81,62.81,62.81,62.81,62.81
62.81,62.81,62.81,62.81,62.81
62.81,62.81,62.81,62.81,62.81
62.81,62.81,62.81,62.81,62.81
62.81,62.81,62.81,62.81,62.81
62.81,62.81,62.81,62.81,62.81
62.91,62.91,62.91,62.91,62.81
62.91,62.91,62.81,62.91,62.81
63.2,63.2,62.81,63.2,62.81
63.02,63.02,62.81,63.02,62.81
63.31,63.31,62.81,63.31,62.81
63.49,63.49,62.81,63.49,62.81
64.9,64.9,62.81,64.9,62.81
72.01,72.01,72.01,72.01,62.81
81.67,81.67,75.84,81.67,62.81
75.84,75.84,75.84,75.84,62.81
72.01,72.01,72.01,72.01,62.81
72.01,72.01,69.53,72.01,62.81
65.23,65.23,62.95,65.23,62.81
63.44,63.44,62.81,63.02,62.81
63.02,63.02,62.91,62.91,62.91
62.91,62.91,62.81,62.91,62.91
62.91,62.91,62.81,62.91,62.91
62.91,62.91,62.71,62.91,62.91
62.91,62.91,62.6,62.91,62.91
62.91,62.91,29.82,62.91,62.91
63.44,63.44,56.18,62.91,62.91
63.44,63.44,62.81,63.44,62.91
63.44,63.44,63.24,63.44,62.91
63.44,63.44,63.44,63.44,62.91
63.15,63.15,63.15,63.15,62.91
63.12,63.12,63.12,63.12,62.91
62.91,62.91,62.91,62.91,62.91
62.91,62.91,62.91,62.91,62.91
62.91,62.91,62.91,62.91,62.91
62.91,62.91,62.91,62.91,62.91
62.91,62.91,62.91,62.91,62.91
63.65,63.65,63.65,63.65,62.91
71.89,71.89,71.89,71.89,62.91
65.08,65.08,65.08,65.08,62.91
63.15,63.15,63.15,63.15,62.91
63.06,63.06,63.06,63.06,62.91
62.91,62.91,62.91,62.91,62.91
62.91,62.91,62.91,62.91,62.91
62.6,62.71,62.71,62.6,63.31
62.6,62.71,62.71,62.6,63.31
62.6,62.71,62.71,62.6,63.31
62.6,62.6,62.6,62.6,63.31
62.6,62.6,62.6,62.6,63.31
62.6,62.71,62.71,62.6,63.31
63.31,64.15,63.31,63.31,63.31
63.34,64.19,63.34,63.34,63.31
64.19,64.19,64.19,64.19,63.31
63.31,63.31,63.31,63.31,63.31
63.31,63.31,63.31,63.31,63.31
63.31,63.31,63.31,63.31,63.31
63.31,63.31,63.31,63.31,63.31
63.76,63.76,63.76,63.76,63.31
64.19,64.19,64.19,64.19,63.31
64.19,64.19,64.19,64.19,63.31
74.1,74.1,64.19,74.1,63.31
91.09,91.09,70.41,91.09,63.31
91.09,91.09,91.09,91.09,63.31
91.09,91.09,81.84,91.09,63.31
68.47,68.47,64.49,68.47,63.31
64.41,64.41,64.19,64.41,63.31
64.19,64.19,63.31,64.19,63.31
64.19,64.19,62.91,64.19,63.31
37.74,37.74,29.82,29.82,29.28
37.74,37.74,29.74,29.74,29.28
37.74,37.74,29.28,29.28,29.28
35.17,35.17,29.28,29.28,29.28
35.17,35.17,11.92,29.28,29.28
35.17,35.17,2.31,29.28,29.28
37.74,37.74,21.53,29.28,29.28
37.74,37.74,29.28,29.28,29.28
37.74,37.74,37.74,37.74,29.28
35.17,35.17,35.17,35.17,29.28
29.82,29.82,29.82,29.82,29.28
29.28,29.28,29.28,29.28,29.28
29.28,29.28,29.28,29.28,29.28
29.28,29.28,29.28,29.28,29.28
25.26,25.26,25.26,25.26,29.28
25.26,25.26,25.26,25.26,29.28
29.28,29.28,29.28,29.28,29.28
29.28,35.17,35.17,29.28,29.28
29.28,37.74,37.74,29.28,29.28
29.28,37.74,37.74,29.28,29.28
29.28,35.17,35.17,29.28,29.28
25.26,29.82,29.82,25.26,29.28
25.26,35.17,29.82,25.26,29.28
25.26,29.28,29.28,25.26,29.28
11.92,11.92,11.92,11.92,11.92
11.92,11.92,11.92,11.92,11.92
11.92,11.92,11.92,11.92,11.92
11.92,11.92,11.92,11.92,11.92
11.92,11.92,11.92,11.92,11.92
11.92,11.92,11.92,11.92,11.92
11.92,11.92,11.92,11.92,11.92
11.92,11.92,11.92,11.92,11.92
11.92,11.92,11.92,11.92,11.92
11.92,11.92,11.92,11.92,11.92
11.92,11.92,11.92,11.92,11.92
11.92,11.92,11.92,11.92,11.92
11.92,11.92,11.92,11.92,11.92
11.92,11.92,11.92,11.92,11.92
11.92,11.92,11.92,11.92,11.92
60.37,60.37,60.37,60.37,11.92
63.09,63.09,63.09,63.09,11.92
68.24,68.24,68.24,68.24,11.92
84.92,84.92,84.92,84.92,11.92
84.92,84.92,84.92,84.92,11.92
63.09,63.09,63.09,63.09,11.92
63.09,63.09,62.87,63.09,11.92
63.09,63.09,62.85,63.09,11.92
