short_name,title,area_code,end_year,description,id,keep_compatible,curve_file,heat_demand
KM_De Bilt,KM_De Bilt,GM0310_De Bilt,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Bunnik,KM_Bunnik,GM0312_Bunnik,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Bunschoten,KM_Bunschoten,GM0313_Bunschoten,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Eemnes,KM_Eemnes,GM0317_Eemnes,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Houten,KM_Houten,GM0321_Houten,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Leusden,KM_Leusden,GM0327_Leusden,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Lopik,KM_Lopik,GM0331_Lopik,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Montfoort,KM_Montfoort,GM0335_Montfoort,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Renswoude,KM_Renswoude,GM0339_Renswoude,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Rhenen,KM_Rhenen,GM0340_Rhenen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Soest,KM_Soest,GM0342_Soest,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Utrecht,KM_Utrecht,GM0344_Utrecht,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Veenendaal,KM_Veenendaal,GM0345_Veenendaal,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Woudenberg,KM_Woudenberg,GM0351_Woudenberg,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Wijk bij Duurstede,KM_Wijk bij Duurstede,GM0352_Wijk bij Duurstede,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_IJsselstein,KM_IJsselstein,GM0353_IJsselstein,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Zeist,KM_Zeist,GM0355_Zeist,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Nieuwegein,KM_Nieuwegein,GM0356_Nieuwegein,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Oudewater,KM_Oudewater,GM0589_Oudewater,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Woerden,KM_Woerden,GM0632_Woerden,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_De Ronde Venen,KM_De Ronde Venen,GM0736_De Ronde Venen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Utrechtse Heuvelrug,KM_Utrechtse Heuvelrug,GM1581_Utrechtse Heuvelrug,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Stichtse Vecht,KM_Stichtse Vecht,GM1904_Stichtse Vecht,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Vijfheerenlanden,KM_Vijfheerenlanden,GM1961_Vijfheerenlanden,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Borsele,KM_Borsele,GM0654_Borsele,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Goes,KM_Goes,GM0664_Goes,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Hulst,KM_Hulst,GM0677_Hulst,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Kapelle,KM_Kapelle,GM0678_Kapelle,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Middelburg,KM_Middelburg,GM0687_Middelburg,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Reimerswaal,KM_Reimerswaal,GM0703_Reimerswaal,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Terneuzen,KM_Terneuzen,GM0715_Terneuzen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Tholen,KM_Tholen,GM0716_Tholen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Veere,KM_Veere,GM0717_Veere,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Vlissingen,KM_Vlissingen,GM0718_Vlissingen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Schouwen-Duiveland,KM_Schouwen-Duiveland,GM1676_Schouwen-Duiveland,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Noord-Beveland,KM_Noord-Beveland,GM1695_Noord-Beveland,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Sluis,KM_Sluis,GM1714_Sluis,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Alblasserdam,KM_Alblasserdam,GM0482_Alblasserdam,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Alphen aan den Rijn,KM_Alphen aan den Rijn,GM0484_Alphen aan den Rijn,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Barendrecht,KM_Barendrecht,GM0489_Barendrecht,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Brielle,KM_Brielle,GM0501_Brielle,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Capelle aan den IJssel,KM_Capelle aan den IJssel,GM0502_Capelle aan den IJssel,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Delft,KM_Delft,GM0503_Delft,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Dordrecht,KM_Dordrecht,GM0505_Dordrecht,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Gorinchem,KM_Gorinchem,GM0512_Gorinchem,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Gouda,KM_Gouda,GM0513_Gouda,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_'s-Gravenhage,KM_'s-Gravenhage,GM0518_'s-Gravenhage,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Hardinxveld-Giessendam,KM_Hardinxveld-Giessendam,GM0523_Hardinxveld-Giessendam,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Hellevoetsluis,KM_Hellevoetsluis,GM0530_Hellevoetsluis,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Hendrik-Ido-Ambacht,KM_Hendrik-Ido-Ambacht,GM0531_Hendrik-Ido-Ambacht,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Hillegom,KM_Hillegom,GM0534_Hillegom,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Katwijk,KM_Katwijk,GM0537_Katwijk,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Krimpen aan den IJssel,KM_Krimpen aan den IJssel,GM0542_Krimpen aan den IJssel,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Leiden,KM_Leiden,GM0546_Leiden,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Leiderdorp,KM_Leiderdorp,GM0547_Leiderdorp,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Lisse,KM_Lisse,GM0553_Lisse,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Maassluis,KM_Maassluis,GM0556_Maassluis,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Nieuwkoop,KM_Nieuwkoop,GM0569_Nieuwkoop,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Noordwijk,KM_Noordwijk,GM0575_Noordwijk,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Oegstgeest,KM_Oegstgeest,GM0579_Oegstgeest,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Papendrecht,KM_Papendrecht,GM0590_Papendrecht,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Ridderkerk,KM_Ridderkerk,GM0597_Ridderkerk,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Rotterdam,KM_Rotterdam,GM0599_Rotterdam,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Rijswijk,KM_Rijswijk,GM0603_Rijswijk,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Schiedam,KM_Schiedam,GM0606_Schiedam,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Sliedrecht,KM_Sliedrecht,GM0610_Sliedrecht,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Albrandswaard,KM_Albrandswaard,GM0613_Albrandswaard,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Westvoorne,KM_Westvoorne,GM0614_Westvoorne,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Vlaardingen,KM_Vlaardingen,GM0622_Vlaardingen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Voorschoten,KM_Voorschoten,GM0626_Voorschoten,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Waddinxveen,KM_Waddinxveen,GM0627_Waddinxveen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Wassenaar,KM_Wassenaar,GM0629_Wassenaar,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Zoetermeer,KM_Zoetermeer,GM0637_Zoetermeer,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Zoeterwoude,KM_Zoeterwoude,GM0638_Zoeterwoude,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Zwijndrecht,KM_Zwijndrecht,GM0642_Zwijndrecht,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Teylingen,KM_Teylingen,GM1525_Teylingen,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Lansingerland,KM_Lansingerland,GM1621_Lansingerland,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Westland,KM_Westland,GM1783_Westland,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Midden-Delfland,KM_Midden-Delfland,GM1842_Midden-Delfland,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Kaag en Braassem,KM_Kaag en Braassem,GM1884_Kaag en Braassem,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Zuidplas,KM_Zuidplas,GM1892_Zuidplas,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Bodegraven-Reeuwijk,KM_Bodegraven-Reeuwijk,GM1901_Bodegraven-Reeuwijk,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Leidschendam-Voorburg,KM_Leidschendam-Voorburg,GM1916_Leidschendam-Voorburg,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Goeree-Overflakkee,KM_Goeree-Overflakkee,GM1924_Goeree-Overflakkee,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Pijnacker-Nootdorp,KM_Pijnacker-Nootdorp,GM1926_Pijnacker-Nootdorp,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Nissewaard,KM_Nissewaard,GM1930_Nissewaard,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Krimpenerwaard,KM_Krimpenerwaard,GM1931_Krimpenerwaard,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Hoeksche Waard,KM_Hoeksche Waard,GM1963_Hoeksche Waard,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Molenlanden,KM_Molenlanden,GM1978_Molenlanden,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
KM_Eemsdelta,KM_Eemsdelta,GM1979_Eemsdelta,2050,Dit scenario is een regionalisatie van het Koersvaste Middenweg scenario van Netbeheer Nederland voor het jaar 2050,,TRUE,KM2050_custom_curves,
