Sidebar,Sectie,Slide,Naam,Key,Gebruikerswaarde,Minimumwaarde,Maximumwaarde,Standaardwaarde,Eenheid
Vraag,Energievraag industrie,Kunstmest,Netwerkgas,external_coupling_industry_chemical_fertilizers_non_energetic_network_gas_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Biomassa,external_coupling_industry_chemical_fertilizers_non_energetic_wood_pellets_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Power-to-heat boiler voor H2 en gasketels,external_coupling_industry_chemical_fertilizers_p2h_capacity,,0.0,68.1781011831203,0.0,MW
Vraag,Energievraag industrie,Kunstmest,Potentie van restwarmte,external_coupling_industry_chemical_fertilizers_residual_heat_share,,0.0,100.0,7.000000000000001,%
Vraag,Energievraag industrie,Kunstmest,Stoomnet,external_coupling_industry_chemical_fertilizers_steam_hot_water_share,,0.0,100.0,100.0,%
Vraag,Energievraag industrie,Kunstmest,Vraag energetisch (excl. elektriciteit),external_coupling_industry_chemical_fertilizers_total_excluding_electricity,,0.0,99900.0,100.0,%
Vraag,Energievraag industrie,Kunstmest,Vraag energetisch naar warmte in productie,external_coupling_industry_chemical_fertilizers_total_useable_heat_share,,0.0,100.0,100.0,%
Vraag,Energievraag industrie,Kunstmest,Kolenketel,industry_chemicals_fertilizers_burner_coal_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Olieketel,industry_chemicals_fertilizers_burner_crude_oil_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Waterstofketel,industry_chemicals_fertilizers_burner_hydrogen_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Gasketel,industry_chemicals_fertilizers_burner_network_gas_share,78.7,0.0,100.0,78.7,%
Vraag,Energievraag industrie,Kunstmest,Biomassaketel,industry_chemicals_fertilizers_burner_wood_pellets_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Centrale NH<sub>3</sub> import,industry_chemicals_fertilizers_central_ammonia_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Lokale NH<sub>3</sub> (centraal waterstofnetwerk),industry_chemicals_fertilizers_local_ammonia_central_hydrogen_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Lokale NH<sub>3</sub> (stoomreforming van aardgas),industry_chemicals_fertilizers_local_ammonia_local_hydrogen_share,100.0,0.0,100.0,100.0,%
Vraag,Energievraag industrie,Kunstmest,Stoomnet,industry_final_demand_for_chemical_fertilizers_steam_hot_water_share,21.3,0.0,100.0,21.3,%
Vraag,Energievraag industrie,Kunstmest,Grootte,industry_useful_demand_for_chemical_fertilizers,0.0,0.0,1000.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Elektriciteit,industry_useful_demand_for_chemical_fertilizers_electricity_efficiency,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Kunstmest,Warmte,industry_useful_demand_for_chemical_fertilizers_useable_heat_efficiency,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Power-to-heat boiler voor H<sub>2</sub> en gasketels,capacity_of_industry_chemicals_other_flexibility_p2h_electricity,,0.0,10000.0,0.0,MW
Vraag,Energievraag industrie,Chemie,Ammoniak,external_coupling_energy_chemical_other_transformation_external_coupling_node_ammonia_input_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Ammoniak,external_coupling_energy_chemical_other_transformation_external_coupling_node_ammonia_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Biokerosine,external_coupling_energy_chemical_other_transformation_external_coupling_node_bio_kerosene_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Bio-olie,external_coupling_energy_chemical_other_transformation_external_coupling_node_bio_oil_input_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Biodiesel,external_coupling_energy_chemical_other_transformation_external_coupling_node_biodiesel_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Bionafta,external_coupling_energy_chemical_other_transformation_external_coupling_node_bionaphtha_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Olie,external_coupling_energy_chemical_other_transformation_external_coupling_node_crude_oil_input_share,,0.0,100.0,100.0,%
Vraag,Energievraag industrie,Chemie,Diesel,external_coupling_energy_chemical_other_transformation_external_coupling_node_diesel_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Elektriciteit,external_coupling_energy_chemical_other_transformation_external_coupling_node_electricity_input_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Benzine,external_coupling_energy_chemical_other_transformation_external_coupling_node_gasoline_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Groen gas,external_coupling_energy_chemical_other_transformation_external_coupling_node_greengas_input_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Groen gas,external_coupling_energy_chemical_other_transformation_external_coupling_node_greengas_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Zware stookolie,external_coupling_energy_chemical_other_transformation_external_coupling_node_heavy_fuel_oil_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Waterstof,external_coupling_energy_chemical_other_transformation_external_coupling_node_hydrogen_input_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Waterstof,external_coupling_energy_chemical_other_transformation_external_coupling_node_hydrogen_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Kerosine,external_coupling_energy_chemical_other_transformation_external_coupling_node_kerosene_output_share,,0.0,100.0,100.0,%
Vraag,Energievraag industrie,Chemie,Verliezen,external_coupling_energy_chemical_other_transformation_external_coupling_node_loss_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,LPG,external_coupling_energy_chemical_other_transformation_external_coupling_node_lpg_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Methanol,external_coupling_energy_chemical_other_transformation_external_coupling_node_methanol_input_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Methanol,external_coupling_energy_chemical_other_transformation_external_coupling_node_methanol_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Nafta,external_coupling_energy_chemical_other_transformation_external_coupling_node_naphtha_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Aardgas,external_coupling_energy_chemical_other_transformation_external_coupling_node_natural_gas_input_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Aardgas,external_coupling_energy_chemical_other_transformation_external_coupling_node_natural_gas_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Niet-gedefinieerd,external_coupling_energy_chemical_other_transformation_external_coupling_node_not_defined_input_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Niet-gedefinieerd,external_coupling_energy_chemical_other_transformation_external_coupling_node_not_defined_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Raffinagegas,external_coupling_energy_chemical_other_transformation_external_coupling_node_refinery_gas_output_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Stoomnet,external_coupling_energy_chemical_other_transformation_external_coupling_node_steam_hot_water_input_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Vraag voor transformatie,external_coupling_energy_chemical_other_transformation_external_coupling_node_total_demand,,0.0,68.1781011831203,0.0,PJ
Vraag,Energievraag industrie,Chemie,Afval,external_coupling_energy_chemical_other_transformation_external_coupling_node_waste_mix_input_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Biomassa,external_coupling_energy_chemical_other_transformation_external_coupling_node_wood_pellets_input_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Bionaftaketel,external_coupling_industry_chemical_other_burner_bionaphtha_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Kolenketel,external_coupling_industry_chemical_other_burner_coal_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Olieketel,external_coupling_industry_chemical_other_burner_crude_oil_share,,0.0,100.0,50.09761516550053,%
Vraag,Energievraag industrie,Chemie,Waterstofketel,external_coupling_industry_chemical_other_burner_hydrogen_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Naftaketel,external_coupling_industry_chemical_other_burner_naphtha_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Gasketel,external_coupling_industry_chemical_other_burner_network_gas_share,,0.0,100.0,21.544484862600598,%
Vraag,Energievraag industrie,Chemie,Biomassaketel,external_coupling_industry_chemical_other_burner_wood_pellets_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Vraag energetisch naar elektriciteit,external_coupling_industry_chemical_other_electricity,,0.0,99900.0,100.0,%
Vraag,Energievraag industrie,Chemie,Elektrische boiler,external_coupling_industry_chemical_other_heater_electricity_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Warmtepomp,external_coupling_industry_chemical_other_heatpump_water_water_electricity_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Bionafta,external_coupling_industry_chemical_other_non_energetic_bionaphtha_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Kolen,external_coupling_industry_chemical_other_non_energetic_coal_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Olie,external_coupling_industry_chemical_other_non_energetic_crude_oil_share,,0.0,100.0,92.344500282658,%
Vraag,Energievraag industrie,Chemie,Waterstof,external_coupling_industry_chemical_other_non_energetic_hydrogen_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Nafta,external_coupling_industry_chemical_other_non_energetic_naphtha_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Netwerkgas,external_coupling_industry_chemical_other_non_energetic_network_gas_share,,0.0,100.0,7.655499717342,%
Vraag,Energievraag industrie,Chemie,Biomassa,external_coupling_industry_chemical_other_non_energetic_wood_pellets_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Power-to-heat boiler voor H2 en gasketels,external_coupling_industry_chemical_other_p2h_capacity,,0.0,68.1781011831203,0.0,MW
Vraag,Energievraag industrie,Chemie,Potentie van restwarmte,external_coupling_industry_chemical_other_residual_heat_share,,0.0,100.0,27.500000000000004,%
Vraag,Energievraag industrie,Chemie,Afgevangen CO2 van potentieel,external_coupling_industry_chemical_other_steam_hot_water_share,,0.0,100.0,28.357899971898863,%
Vraag,Energievraag industrie,Chemie,Stoomrecompressie,external_coupling_industry_chemical_other_steam_recompression_electricity_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Groote (niet-energetisch),external_coupling_industry_chemical_other_total_non_energetic,,0.0,99900.0,100.0,%
Vraag,Energievraag industrie,Chemie,Vraag energetisch (excl. elektriciteit),external_coupling_industry_chemical_other_useable_heat,,0.0,99900.0,100.0,%
Vraag,Energievraag industrie,Chemie,Biomethanol,industry_chemicals_other_biomethanol_non_energetic_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Bionafta,industry_chemicals_other_bionaphtha_non_energetic_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Bionaftaketel,industry_chemicals_other_burner_bionaphtha_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Kolenketel,industry_chemicals_other_burner_coal_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Olieketel,industry_chemicals_other_burner_crude_oil_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Waterstofketel,industry_chemicals_other_burner_hydrogen_share,25.9,0.0,100.0,25.9,%
Vraag,Energievraag industrie,Chemie,Naftaketel,industry_chemicals_other_burner_naphtha_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Gasketel,industry_chemicals_other_burner_network_gas_share,23.2,0.0,100.0,23.2,%
Vraag,Energievraag industrie,Chemie,Biomassaketel,industry_chemicals_other_burner_wood_pellets_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Kolen,industry_chemicals_other_coal_non_energetic_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Olie,industry_chemicals_other_crude_oil_non_energetic_share,77.8,0.0,100.0,77.8,%
Vraag,Energievraag industrie,Chemie,Elektrische boiler,industry_chemicals_other_heater_electricity_share,50.9,0.0,100.0,50.9,%
Vraag,Energievraag industrie,Chemie,Warmtepomp,industry_chemicals_other_heatpump_water_water_electricity_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Waterstof,industry_chemicals_other_hydrogen_non_energetic_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Methanol,industry_chemicals_other_methanol_non_energetic_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Nafta,industry_chemicals_other_naphtha_non_energetic_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Netwerkgas,industry_chemicals_other_network_gas_non_energetic_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Stoomrecompressie,industry_chemicals_other_steam_recompression_electricity_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Biomassa,industry_chemicals_other_wood_pellets_non_energetic_share,22.2,0.0,100.0,22.2,%
Vraag,Energievraag industrie,Chemie,Stoomnet,industry_final_demand_for_chemical_other_steam_hot_water_share,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Grootte,industry_useful_demand_for_chemical_other,107.0,0.0,300.0,107.0,%
Vraag,Energievraag industrie,Chemie,Elektriciteit,industry_useful_demand_for_chemical_other_electricity_efficiency,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Chemie,Warmte,industry_useful_demand_for_chemical_other_useable_heat_efficiency,0.0,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Oliemix,Biokerosine,external_coupling_industry_bio_kerosene_in_crude_oil_non_energetic_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Oliemix,Biokerosine,external_coupling_industry_bio_kerosene_in_crude_oil_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Oliemix,Biodiesel,external_coupling_industry_biodiesel_in_crude_oil_non_energetic_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Oliemix,Biodiesel,external_coupling_industry_biodiesel_in_crude_oil_share,,0.0,100.0,0.005470828233389813,%
Vraag,Energievraag industrie,Oliemix,Diesel,external_coupling_industry_diesel_in_crude_oil_non_energetic_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Oliemix,Diesel,external_coupling_industry_diesel_in_crude_oil_share,,0.0,100.0,0.002190342979449047,%
Vraag,Energievraag industrie,Oliemix,Kerosine,external_coupling_industry_kerosene_in_crude_oil_non_energetic_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Oliemix,Kerosine,external_coupling_industry_kerosene_in_crude_oil_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Oliemix,LPG,external_coupling_industry_lpg_in_crude_oil_non_energetic_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Oliemix,LPG,external_coupling_industry_lpg_in_crude_oil_share,,0.0,100.0,2.00273313420578,%
Vraag,Energievraag industrie,Oliemix,Andere bio-olie,external_coupling_industry_other_bio_oil_in_crude_oil_non_energetic_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Oliemix,Andere bio-olie,external_coupling_industry_other_bio_oil_in_crude_oil_share,,0.0,100.0,0.12029882849746999,%
Vraag,Energievraag industrie,Oliemix,Andere olie,external_coupling_industry_other_oil_in_crude_oil_non_energetic_share,,0.0,100.0,100.0,%
Vraag,Energievraag industrie,Oliemix,Andere olie,external_coupling_industry_other_oil_in_crude_oil_share,,0.0,100.0,97.86930686608389,%
Vraag,Energievraag industrie,Oliemix,Bio-kerosine,industry_bio_kerosene_in_crude_oil_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Oliemix,Biodiesel,industry_biodiesel_in_crude_oil_share,,0.0,100.0,0.005470828233389813,%
Vraag,Energievraag industrie,Oliemix,Diesel,industry_diesel_in_crude_oil_share,,0.0,100.0,0.002190342979449047,%
Vraag,Energievraag industrie,Oliemix,Kerosine,industry_kerosene_in_crude_oil_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Oliemix,LPG,industry_lpg_in_crude_oil_share,,0.0,100.0,2.00273313420578,%
Vraag,Energievraag industrie,Oliemix,Andere bio-olie,industry_other_bio_oil_in_crude_oil_share,,0.0,100.0,0.12029882849746999,%
Vraag,Energievraag industrie,Oliemix,Andere olie,industry_other_oil_in_crude_oil_share,,0.0,100.0,97.86930686608389,%
Vraag,Energievraag industrie,Voedsel,Power-to-heat boiler voor H<sub>2</sub> en gasketels,capacity_of_industry_other_food_flexibility_p2h_electricity,,0.0,10000.0,0.0,MW
Vraag,Energievraag industrie,Voedsel,Kolenketel,external_coupling_industry_other_food_burner_coal_share,,0.0,100.0,0.48672628710591415,%
Vraag,Energievraag industrie,Voedsel,Olieketel,external_coupling_industry_other_food_burner_crude_oil_share,,0.0,100.0,0.00028633023790740325,%
Vraag,Energievraag industrie,Voedsel,Waterstofketel,external_coupling_industry_other_food_burner_hydrogen_share,,0.0,100.0,0.0,%
Vraag,Energievraag industrie,Voedsel,Gasketel,external_coupling_industry_other_food_burner_network_gas_share,,0.0,100.0,92.04170725443004,%
Vraag,Energievraag industrie,Voedsel,Biomassaketel,external_coupling_industry_other_food_burner_wood_pellets_share,,0.0,100.0,0.0,%
